fiscal_year,Query_Run_Date,Customer,popStatecode,StartYearObligatedAmount,StartYearbaseandexercisedoptionsvalue,StartYearMaxOfbaseandalloptions,CountOfPIID,CountofModnumber,SumOfobligatedAmount,SumOfnumberOfActions
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,1,3,262273.0312,3
2004,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,48,57,-703658,57
2008,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,5,14,2537299.01,14
2007,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Less than $250 thousand,3,3,0,3
2011,35:17.9,Defense,MT,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,1,2,48677535,2
2007,35:17.9,Defense,MT,Zero value,Less than $250 thousand,$250 thousand - <$1 million,1,2,0,2
2005,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,1,13,6120018.82,13
2011,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,8,17,80207809.62,17
2010,35:17.9,Defense,MT,Zero value,Zero value,Deobligation,1,1,0,1
2004,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,3,4,42348.8,4
2005,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,44,54,-2901709,56
2006,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,6,9,51976813,10
2007,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$5 - <$25 million,35,35,336048.55,549
2007,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,2,26,10059635.55,26
2013,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,18,44,34117958.98,159
2002,35:17.9,Defense,MT,Zero value,Zero value,Less than $250 thousand,10,10,0,10
2007,35:17.9,Defense,MT,Less than $250 thousand,$25 - <$100 million,$25 - <$100 million,1,1,148836.12,1
2007,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,5,5,269851.27,883
2013,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$1 - <$5 million,1,1,0,1
2013,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Less than $250 thousand,6,6,0,6
2005,35:17.9,Defense,MT,$5 - <$25 million,Zero value,$5 - <$25 million,1,1,7692038,1
2008,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$5 - <$25 million,30,30,247161.38,136
2007,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,49,77,-674382.13,77
2006,35:17.9,Defense,MT,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,1,1,2460000,1
2008,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,26,58,48990810.94,363
2010,35:17.9,Defense,MT,Deobligation,Deobligation,Less than $250 thousand,1,3,-1650,3
2002,35:17.9,Defense,MT,Zero value,Zero value,$250 thousand - <$1 million,6,6,0,6
2006,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Less than $250 thousand,2,2,0,2
2012,35:17.9,Defense,MT,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,2,3,59851930.95,3
2007,35:17.9,Defense,MT,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,5,9,488447.3,9
2009,35:17.9,Defense,MT,Deobligation,Deobligation,Less than $250 thousand,1,1,-3217.5,1
2012,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,3,0,3
2002,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,554,692,30303511,693
2009,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,6,28,3276987.61,28
2012,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,1,2,98350.28,2
2009,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,Zero value,1,1,8935552,1
2012,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,30,62,64125325.46,201
2003,35:17.9,Defense,MT,Zero value,Zero value,$250 thousand - <$1 million,3,3,0,3
2006,35:17.9,Defense,MT,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,100082,1
2008,35:17.9,Defense,MT,$25 - <$100 million,Zero value,Zero value,1,8,36874839.4,8
2007,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,1,15,505711,15
2001,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,57,150,28867996,157
2006,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,1,1,12089000,1
2006,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,9,13,4617006,13
2011,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,35,71,72901225.15,192
2011,35:17.9,Defense,MT,Less than $250 thousand,Deobligation,Zero value,1,1,33075,1
2010,35:17.9,Defense,MT,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,220810.52,2
2009,35:17.9,Defense,MT,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,1,1,78462.72,1
2009,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,26,68,52582260.47,257
2009,35:17.9,Defense,MT,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,100000,1
2011,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,0,1
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,1,5,522835.99,5
2013,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,6,16,51504543.46,17
2007,35:17.9,Defense,MT,$25 - <$100 million,Zero value,Zero value,1,3,30068172,3
2003,35:17.9,Defense,MT,Zero value,Zero value,$100 - <$500 million,1,1,0,1
2006,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,53,92,24686901,206
2010,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,28,68,56009895.69,217
2011,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,1,6,589036.25,6
2006,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,1,1,452922,1
2000,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,53,82,23917067,93
2012,35:17.9,Defense,MT,Zero value,Zero value,Zero value,158,244,0,244
2011,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,3,8,364598,8
2006,35:17.9,Defense,MT,$1 - <$5 million,Zero value,$1 - <$5 million,2,2,3895137,2
2011,35:17.9,Defense,MT,Deobligation,Deobligation,Deobligation,71,108,-4054709.9,109
2012,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,3,23,1387186.77,23
2012,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,7,23,1021760.12,23
2002,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,73,134,36973324,135
2006,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,1,1,236800,1
2013,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Deobligation,14,35,612863.7918,35
2005,35:17.9,Defense,MT,Zero value,Zero value,Zero value,5,12,0,12
2007,35:17.9,Defense,MT,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,1,2,2910324,2
2001,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,19,29,44938025,29
2008,35:17.9,Defense,MT,Deobligation,Less than $250 thousand,Less than $250 thousand,1,2,-150,2
2010,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,4,11,315891.95,11
2005,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,3,9,21021009,9
2009,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,1,22,5278309.04,22
2007,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,4,4,201775.72,446
2013,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,10,20,909172.7188,20
2003,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,75,113,35854681,113
2012,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,8,9,-305758.6,9
2007,35:17.9,Defense,MT,Deobligation,Deobligation,Deobligation,7,14,-808279,14
2010,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,Less than $250 thousand,1,9,1436277.6,9
2008,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,36,72,1889049.57,72
2006,35:17.9,Defense,MT,Zero value,Zero value,Zero value,15,24,0,24
2010,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,2,3,798855,3
2008,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,2,15,1376061.01,15
2003,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,3,8,35633152,8
2004,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,8,32,71713709,32
2006,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,20,71,40488742.13,71
2006,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,0,1
2003,35:17.9,Defense,MT,Zero value,Zero value,$5 - <$25 million,2,2,0,2
2002,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,1,6,15633843,6
2011,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Zero value,14,16,287478.72,16
2011,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,4,36,1950277.6,36
2001,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,2,2,21033112,3
2007,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,1,0,1
2013,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,1,1,1345512.875,1
2007,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,1674,1799,30881194.33,2242
2008,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,14,20,-330670.34,20
2010,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,9,10,-1315131.21,10
2011,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,1,1,1716000,1
2009,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,2,24,4904991.75,24
2013,35:17.9,Defense,MT,Zero value,Zero value,Zero value,119,196,0,196
2007,35:17.9,Defense,MT,$250 thousand - <$1 million,$1 - <$5 million,$1 - <$5 million,1,2,375000,2
2009,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Less than $250 thousand,1,1,902.68,1
2007,35:17.9,Defense,MT,Less than $250 thousand,$250 thousand - <$1 million,$1 - <$5 million,1,1,138899.8,12
2011,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Less than $250 thousand,2,3,0,3
2011,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,9,13,853944.38,14
2010,35:17.9,Defense,MT,Zero value,Zero value,Less than $250 thousand,1,2,0,2
2012,35:17.9,Defense,MT,Deobligation,Deobligation,Deobligation,101,133,-3392104.61,133
2007,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$1 - <$5 million,1,1,0,1
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,2,4,904871.1875,4
2007,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Zero value,8,10,342818,10
2013,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,3,4,-367052.7406,4
2006,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,68,78,-1433693.89,82
2013,35:17.9,Defense,MT,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,1,8,0,8
2011,35:17.9,Defense,MT,Zero value,Zero value,Deobligation,1,1,0,1
2003,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,696,900,38707545,904
2004,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,1,3,21537725,3
2011,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,1,1,324000,1
2001,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,465,554,25796149,561
2007,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,5,9,42022907.08,9
2008,35:17.9,Defense,MT,Zero value,Zero value,Less than $250 thousand,1,1,0,1
2005,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,19,55,47229761,55
2003,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,1,2,213714,2
2002,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,22,55,49481606,55
2009,35:17.9,Defense,MT,Zero value,Zero value,Zero value,78,111,0,111
2000,35:17.9,Defense,MT,Zero value,Zero value,Zero value,2,4,0,4
2006,35:17.9,Defense,MT,$5 - <$25 million,$25 - <$100 million,$25 - <$100 million,1,24,5652453,24
2010,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Deobligation,2,4,37252.89,4
2008,35:17.9,Defense,MT,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,1,1,44560000,1
2011,35:17.9,Defense,MT,Deobligation,Deobligation,Less than $250 thousand,3,5,-935,5
2001,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$25 - <$100 million,1,3,2412566,3
2011,35:17.9,Defense,MT,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,1,7,1576658.99,10
2011,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Deobligation,7,24,408031.99,24
2006,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,$250 thousand - <$1 million,2,2,913634,2
2009,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,1,16,506274.79,16
2009,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Zero value,19,29,683974.29,29
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$1 - <$5 million,1,1,369158.4063,1
2011,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$250 thousand - <$1 million,2,23,3271350,26
2000,35:17.9,Defense,MT,$5 - <$25 million,Zero value,Zero value,2,3,16015445,3
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$1 - <$5 million,$250 thousand - <$1 million,1,8,781963.0945,8
2000,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,360,433,20367555,441
2012,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Deobligation,1,12,368290.38,12
2008,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,38,92,19809512.93,93
2003,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,28,64,61751559,65
2003,35:17.9,Defense,MT,Zero value,Zero value,$1 - <$5 million,3,3,0,3
2010,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,81,221,40779007.05,522
2010,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,8,16,85762755.93,16
2006,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,135,174,4214568.5,213
2012,35:17.9,Defense,MT,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,6,15,65367384.27,20
2010,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$25 - <$100 million,1,1,4482128,2
2009,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,Deobligation,2,19,289534,19
2010,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,3,19,1432407.31,19
2005,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,2375,2655,46433184,3218
2010,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$250 thousand - <$1 million,1,16,1412856,16
2011,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,1,17,607401.88,17
2002,35:17.9,Defense,MT,Zero value,Zero value,Zero value,3,6,0,6
2006,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,1,1,223880.81,1
2003,35:17.9,Defense,MT,$25 - <$100 million,Zero value,Zero value,1,8,31360000,8
2013,35:17.9,Defense,MT,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,1,1,49000,1
2009,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Zero value,2,3,0,3
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,2,14,1058996.907,14
2009,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,21,45,623526.42,45
2005,35:17.9,Defense,MT,$1 - <$5 million,Zero value,$1 - <$5 million,1,1,4812419,1
2012,35:17.9,Defense,MT,$250 thousand - <$1 million,Zero value,Zero value,3,6,996808.1,6
2007,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,51,110,27230720.16,262
2007,35:17.9,Defense,MT,$1 - <$5 million,Zero value,Zero value,2,41,4985367.53,41
2011,35:17.9,Defense,MT,Less than $250 thousand,$250 thousand - <$1 million,$250 thousand - <$1 million,2,4,219245.12,4
2005,35:17.9,Defense,MT,$1 - <$5 million,$1 - <$5 million,$1 - <$5 million,2,4,5101307.96,4
2001,35:17.9,Defense,MT,Zero value,Zero value,Zero value,5,10,0,10
2012,35:17.9,Defense,MT,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,2,14,1383268.48,14
2006,35:17.9,Defense,MT,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,1,1,35684.75,1
2010,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Less than $250 thousand,4,4,0,4
2007,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,69,166,2593764.07,167
2009,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Less than $250 thousand,1,1,0,1
2013,35:17.9,Defense,MT,$250 thousand - <$1 million,$5 - <$25 million,$5 - <$25 million,1,2,253477.7579,2
2002,35:17.9,Defense,MT,Deobligation,Zero value,Zero value,16,22,-3944178,22
2007,35:17.9,Defense,MT,Zero value,Less than $250 thousand,Zero value,1,1,0,1
2009,35:17.9,Defense,MT,$25 - <$100 million,$25 - <$100 million,$25 - <$100 million,1,2,37215153,2
2004,35:17.9,Defense,MT,Less than $250 thousand,Zero value,Zero value,1013,1181,38988047,1184
2006,35:17.9,Defense,MT,$250 thousand - <$1 million,Less than $250 thousand,Less than $250 thousand,3,22,1854953,22
2006,35:17.9,Defense,NC,Zero value,$250 thousand - <$1 million,$1 - <$5 million,1,1,0,1
2009,35:17.9,Defense,NC,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,2,3,7976598.05,3
2010,35:17.9,Defense,NC,$250 thousand - <$1 million,$250 thousand - <$1 million,Less than $250 thousand,20,78,10865650.77,78
2010,35:17.9,Defense,NC,Less than $250 thousand,Deobligation,Deobligation,46,130,3826609.49,130
2012,35:17.9,Defense,NC,$25 - <$100 million,$5 - <$25 million,$5 - <$25 million,1,30,51520678.82,30
2002,35:17.9,Defense,NC,Zero value,Zero value,Zero value,21,39,0,39
2010,35:17.9,Defense,NC,Less than $250 thousand,$250 thousand - <$1 million,Zero value,4,13,169416.85,13
2000,35:17.9,Defense,NC,Deobligation,Zero value,Zero value,207,253,-13811928,253
2009,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,Zero value,167,296,7134062.13,296
2007,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,Zero value,17,30,956795.32,30
2007,35:17.9,Defense,NC,$5 - <$25 million,$5 - <$25 million,$1 - <$5 million,1,15,10842791,15
2009,35:17.9,Defense,NC,Zero value,Less than $250 thousand,$250 thousand - <$1 million,12,13,0,13
2006,35:17.9,Defense,NC,$250 thousand - <$1 million,Less than $250 thousand,$250 thousand - <$1 million,2,5,660776,5
2008,35:17.9,Defense,NC,$5 - <$25 million,$5 - <$25 million,Zero value,1,1,5140779,1
2009,35:17.9,Defense,NC,$1 - <$5 million,$25 - <$100 million,$25 - <$100 million,1,6,3154493.75,6
2013,35:17.9,Defense,NC,Deobligation,Deobligation,Deobligation,1187,1570,-39199861.13,1572
2011,35:17.9,Defense,NC,$1 - <$5 million,Less than $250 thousand,Less than $250 thousand,5,32,12389477.9,32
2007,35:17.9,Defense,NC,$250 thousand - <$1 million,$250 thousand - <$1 million,Zero value,2,2,1032208,2
2001,35:17.9,Defense,NC,Less than $250 thousand,Zero value,Zero value,4396,5036,248875696,5087
2009,35:17.9,Defense,NC,$250 thousand - <$1 million,$1 - <$5 million,Less than $250 thousand,3,17,2287178.01,17
2008,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,6,11,920969.52,279
2013,35:17.9,Defense,NC,Zero value,$250 thousand - <$1 million,$250 thousand - <$1 million,6,9,0,9
2010,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,15339,18514,395580810.8,35240
2007,35:17.9,Defense,NC,Zero value,Zero value,Less than $250 thousand,7,11,0,11
2007,35:17.9,Defense,NC,$1 - <$5 million,$5 - <$25 million,$25 - <$100 million,3,6,11571368.86,4135
2005,35:17.9,Defense,NC,$100 - <$500 million,Zero value,Zero value,1,1,104460109,1
2011,35:17.9,Defense,NC,Less than $250 thousand,$25 - <$100 million,$100 - <$500 million,1,1,144655.02,1
2013,35:17.9,Defense,NC,Zero value,$5 - <$25 million,$5 - <$25 million,1,1,0,1
2013,35:17.9,Defense,NC,$5 - <$25 million,$5 - <$25 million,Zero value,1,4,20072022,4
2009,35:17.9,Defense,NC,$100 - <$500 million,$100 - <$500 million,$100 - <$500 million,1,2,151048000,2
2007,35:17.9,Defense,NC,$1 - <$5 million,Zero value,Zero value,53,227,95697401.55,227
2010,35:17.9,Defense,NC,$5 - <$25 million,$5 - <$25 million,Zero value,3,15,21816235.87,15
2004,35:17.9,Defense,NC,Less than $250 thousand,Zero value,Zero value,7377,9009,324391222,9310
2010,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,$250 thousand - <$1 million,55,108,5652761.21,108
2010,35:17.9,Defense,NC,$1 - <$5 million,Deobligation,Deobligation,4,11,4879821.06,11
2007,35:17.9,Defense,NC,Less than $250 thousand,$1 - <$5 million,$1 - <$5 million,1,1,100000,1
2009,35:17.9,Defense,NC,$250 thousand - <$1 million,$1 - <$5 million,$250 thousand - <$1 million,1,3,441606.22,3
2010,35:17.9,Defense,NC,$1 - <$5 million,Zero value,Zero value,10,53,24062138.37,53
2009,35:17.9,Defense,NC,Zero value,Zero value,Deobligation,3,3,0,3
2012,35:17.9,Defense,NC,$5 - <$25 million,$5 - <$25 million,$5 - <$25 million,66,204,703622882,3321
2010,35:17.9,Defense,NC,Deobligation,Less than $250 thousand,Deobligation,5,15,-489721.58,15
2011,35:17.9,Defense,NC,Less than $250 thousand,Zero value,Deobligation,1,2,43888,2
2013,35:17.9,Defense,NC,$25 - <$100 million,Zero value,Zero value,1,2,42409450.17,2
2012,35:17.9,Defense,NC,Less than $250 thousand,Deobligation,Deobligation,41,120,2992507.96,121
2010,35:17.9,Defense,NC,$25 - <$100 million,$5 - <$25 million,$5 - <$25 million,1,42,91050140.69,42
2013,35:17.9,Defense,NC,$1 - <$5 million,$1 - <$5 million,$5 - <$25 million,11,29,30286322.02,29
2010,35:17.9,Defense,NC,$1 - <$5 million,$250 thousand - <$1 million,Deobligation,1,6,1643440.77,6
2007,35:17.9,Defense,NC,Zero value,$250 thousand - <$1 million,Less than $250 thousand,1,4,0,4
2001,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,4,4,450507,4
2013,35:17.9,Defense,NC,Less than $250 thousand,$1 - <$5 million,$5 - <$25 million,3,3,134923,3
2011,35:17.9,Defense,NC,$250 thousand - <$1 million,$250 thousand - <$1 million,$250 thousand - <$1 million,816,1359,403238301.6,35533
2012,35:17.9,Defense,NC,Zero value,Less than $250 thousand,Less than $250 thousand,131,139,0,141
2009,35:17.9,Defense,NC,$25 - <$100 million,$25 - <$100 million,Zero value,1,2,47684000,2
2010,35:17.9,Defense,NC,$250 thousand - <$1 million,Deobligation,Deobligation,24,74,12361329.39,74
2012,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,$1 - <$5 million,3,7,483445.24,7
2010,35:17.9,Defense,NC,Zero value,$250 thousand - <$1 million,Zero value,1,1,0,1
2009,35:17.9,Defense,NC,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,4,16,7840504.34,16
2007,35:17.9,Defense,NC,$250 thousand - <$1 million,$250 thousand - <$1 million,$25 - <$100 million,1,1,870608.62,1050
2012,35:17.9,Defense,NC,Deobligation,Less than $250 thousand,Deobligation,3,7,-20579.1,7
2012,35:17.9,Defense,NC,$25 - <$100 million,Zero value,Zero value,1,1,41216122.72,1
2013,35:17.9,Defense,NC,$1 - <$5 million,$1 - <$5 million,Deobligation,11,55,22394671.99,55
2008,35:17.9,Defense,NC,$1 - <$5 million,Deobligation,Deobligation,4,13,7019477.61,13
2009,35:17.9,Defense,NC,Deobligation,Less than $250 thousand,Less than $250 thousand,4,10,-12608.05,10
2006,35:17.9,Defense,NC,$25 - <$100 million,Zero value,Zero value,4,48,183494134,48
2003,35:17.9,Defense,NC,Zero value,Zero value,$1 - <$5 million,39,39,0,39
2009,35:17.9,Defense,NC,$5 - <$25 million,$5 - <$25 million,$1 - <$5 million,4,27,48616049.37,27
2000,35:17.9,Defense,NC,$5 - <$25 million,Zero value,Zero value,29,125,282075645,125
2008,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,Zero value,104,196,4986404.32,196
2006,35:17.9,Defense,NC,$1 - <$5 million,$250 thousand - <$1 million,$250 thousand - <$1 million,2,11,4700837,11
2000,35:17.9,Defense,NC,Less than $250 thousand,Zero value,Zero value,4316,4941,247739408,5009
2008,35:17.9,Defense,NC,$250 thousand - <$1 million,$1 - <$5 million,$250 thousand - <$1 million,1,2,379231.15,2
2007,35:17.9,Defense,NC,$25 - <$100 million,$25 - <$100 million,$250 thousand - <$1 million,1,7,60812867,7
2007,35:17.9,Defense,NC,$5 - <$25 million,Zero value,Zero value,20,177,257610215.5,177
2008,35:17.9,Defense,NC,$1 - <$5 million,$5 - <$25 million,$5 - <$25 million,4,10,14300296.91,17
2008,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,$25 - <$100 million,1,1,75632,1
2010,35:17.9,Defense,NC,Deobligation,Deobligation,Less than $250 thousand,1,2,-19.05,2
2002,35:17.9,Defense,NC,$5 - <$25 million,Zero value,Zero value,41,218,440617099,218
2008,35:17.9,Defense,NC,$5 - <$25 million,Zero value,Zero value,8,69,83637698.13,69
2007,35:17.9,Defense,NC,Less than $250 thousand,Less than $250 thousand,Less than $250 thousand,14804,17726,397847039.1,20711
2007,35:17.9,Defense,NC,$1 - <$5 million,Less than $250 thousand,Deobligation,1,8,1536146,8
2013,35:17.9,Defense,NC,Zero value,Zero value,Less than $250 thousand,7,10,0,10
