"ContractingOfficeID","pNoEffComp","pEffComp","pPlatEnC","pPlatFnC","pPlatOther","pPlatLand","pPlatWnA","pPaltMnS","pPlatAir","pPlatVessel","pProducts","pServices","pRnD","pPscEnC","pPscOther","pPscFuels","pPscICT","pPscFRSnC","pPscPAMS","pPscERS","pPscEngines","pPscLnM","pPscMED","pPscMnS","pPscAir","pPscLand","pPscRnD","pPscShips","pPscCloth","pPriceFixed","pPriceTime","pPriceCost","pPriceOther","pFeeNone","pFeeRedermination","pFeeEPA","pFeeFixed","pFeeAward","pFeeIncentive","pFeeEffort","pIDV","pAward","pVehFSS","pVehSAC","pVehBPA","pVehPur","pVehDef","pVehMAC","pVehOIDV","pNoComp1Source","pCompNo Comp. (Unlabeled)","pComp1Offer","pComp2Offers","pComp3or4Offers","pComp5pOffers","pNoCompOther","pNoCompFollowOn","wavOffers","avOffers","lwavOffers","lavOffers","TotalValue","TotalCount","avSize","lavSize","MaxAnnualValue","ExcludeLow","ExcludeHigh"
"FA8517",0.796702219449969,0.203297780550031,0.333823369925529,0.167487119153965,0.268410910921747,0.0070505931572554,0.014477016545412,0,0.208687860834307,6.31294617843344e-05,0.49313141940853,0.505408608511342,0.00145997208012801,0.0903457690415329,0.154071036556311,0,0.00393907826266026,0,0.198415696598481,0.303053833650201,0.0333932830703861,0,0,0.00349217928803552,0.208508817858678,0.00332033359358678,0.00145997208012801,0,0,0.8233480571986,0.0445441870367124,0.132107755764687,0,0.875390112648644,0,0,0.124108636677348,0,0.000501250674007714,0,0.814680454346363,0.185319545653637,0.062533872948215,0.629349099978154,0,0.051211254907995,0.13484666152771,0.122059110637926,0,0.647278555606788,0.00519165003115732,0.0644490572543474,0.132799459179777,0.0416666500507978,0.0221600272056887,0.0864403366388991,1.42640325452983e-05,2.57680292986802,3.14583333333333,1.15632024994481,1.27381692919,444008730.394222,2064,215120.508911929,0.556754950251033,72360033.3690859,FALSE,FALSE
"FA8518",0.55093274751106,0.44906725248894,0.033331566340638,0.431963583956169,0.0122608935348522,0.0152690615567847,0.00159515823010991,0.00126640076645676,0.504233191561377,8.01440536127523e-05,0.989888156161984,0.0101118438380156,0,0.0254330374135209,0.425985061911537,0,0.000608333708465223,0,0.00110317145535222,0.00840033867419812,0.0126999220263486,0,0,0.0131658648184574,0.502593590887954,0.00993053505055399,0,8.01440536127523e-05,0,0.989629565204582,0.0102405827485839,0.000129852046834166,0,0.99994684122766,0,0,0,5.31587723399495e-05,0,0,0.539903593722706,0.460096406277294,0.0296170106708518,0.509096003064796,0,0.263332403859339,0.196764002417955,0.00119057998705795,0,0.354481093385724,0.0591564277324798,0.0736093661533962,0.165116314980168,0.164538822199726,0.111340257520741,0.0717577180277649,0,3.11029440437686,5.72764227642276,1.3218768943227,1.61089301562421,174443156.003693,1808,96484.0464622195,0.402674643631999,100875032.320343,FALSE,FALSE
"FA8519",0.435271424691624,0.564728575308376,0.0126816854492503,0.378754223350323,0.304544503421569,0.0476723587827338,0.00736842272798427,6.30342425923008e-05,0.248915772025547,0,0.513323133083012,0.475757640556804,0.0109192263601835,0.00125942338304413,0.224377331948091,0,-3.57498309868302e-05,0,0.142726458611972,0.333066931775819,0.00208138337081462,0,0,0.000334734288056733,0.248723775187676,0.0322930994813955,0.0109192263601835,0,0.00425338542393466,0.932574575633348,0.0257002499039314,0.0417251744627202,0,0.774929283773062,0,0.0205230929136875,0.021008404479818,0,0.183539218833433,0,0.888731438102654,0.111268561897346,0.00546996019050652,0.816387871768316,0,0.011596802875131,0.0996717590222153,0.0668736061438309,0,0.353821304280147,0.00523810156562991,0.0277348072144522,0.168400086750382,0.208461926621336,0.186068536114784,0.0502298034724011,4.54339808672301e-05,3.4626254599991,3.65384615384615,1.42703897126464,1.4082569304247,1438761109.04457,2713,530321.087005002,0.680257822321923,250613966.154213,FALSE,FALSE
"FA8520",0.702468654184736,0.297531345815264,0.0423332840376564,0.00812907622745725,0.197851532072889,0.00572566803062536,0.328940189340237,0.39469177138764,0.0223284789034942,0,0.807185595465822,0.191430498604925,0.00138390592925254,0.0339745365587905,0.0287856510965057,0,9.13650892130281e-06,0,0.174221947388683,0.0171994147073207,0.00499373388053286,0.316326015285331,0,0.394765784823509,0.0223374250135303,0.00570714960132869,0.00138390592925254,0,0.000295299206294116,0.874851267923345,0.100348019649021,0.0248007124276332,0,0.96349213625273,0.00015519082949177,0.0161955420465443,0.0201571308712343,0,0,0,0.761109401462146,0.238890598537854,0.00271174915620983,0.754038171639591,0,0.00918273825343968,0.229707860284415,0.00435948066634481,0,0.437219800907245,0.00481084906089314,0.0316564120859155,0.0502652056298569,0.217129633420621,0.0325289837761736,0.226045870895473,0.000343244223821443,3.69750291591427,3.86046511627907,1.47920001831612,1.44821065130281,476777088.575864,1169,407850.375171825,0.829173039505052,72663683.4510056,FALSE,FALSE
"FA8522",0.969614624748705,0.0303853752512947,0.48235965415907,0.0185452589852746,0.154317109808369,0.00234385336374819,0.194653809110908,0.000357206396923733,0.147310492687752,0.000112615487954438,0.507003500416319,0.47647937397772,0.0165171256059608,0.186960870242729,0.0140283964533104,0,0.062483805807425,0,0.116321703267407,0.297673864902887,0.00502243680687388,0.0826602561942901,0,0.000896265885985507,0.215091421469383,0.00234385336374819,0.0165171256059608,0,0,0.867063939028667,0.0566127791198389,0.0763232818514945,0,0.931031260646182,0,-3.83703553497704e-06,0.0688645474498789,2.4312312669571e-05,8.37166268044452e-05,0,0.666589706594477,0.333410293405523,0.0169212228278688,0.631852717495317,0,0.00412579107872571,0.329284502326797,0.0178157662712914,0,0.716174154668207,0.00113562370270687,0.065314240078466,0.0172755968565439,0.00484515150398495,0.00995348401208957,0.177581238454558,0.0077205107234438,2.25723961883497,3.98136645962733,0.976819202352744,1.35473051066206,1640978911.24378,2127,771499.253053025,0.712603864772042,271813213.960205,FALSE,FALSE
"FA8523",0.938821040314896,0.0611789596851038,0.517609402546965,0.0125473327116827,0.415814674731366,0.000481997376899124,0.0276844663736731,0,0.025565454865158,0.000296671394256274,0.493635655472656,0.482921065696626,0.0234432788307183,0.452277803302013,0.00927708363093796,0,0.0046737764429458,0,0.397256974273683,0.0809903149799971,0.0059245474738353,0,0,0,0.0256572186512848,0.000481997376899124,0.0234432788307183,0,1.70050376852099e-05,0.587590355060685,0.147254821350201,0.265154823589114,0,0.755844769385591,0,0.000771477450773529,0.178611497363733,0.0495290843005438,0.015243171499359,0,0.598600740893472,0.401399259106528,0.00370909736783026,0.577168404711112,0,0.00868740705930909,0.392713904129944,0.0174727231079899,0.000248463623814902,0.729734153101968,0.00306968872750927,0.0422799335388918,0.0442641667582776,0.00243601524400088,0.0149988628506148,0.163175361374548,4.18184041892756e-05,2.60533894397872,3.88995215311005,1.11010988776732,1.3987527917917,2639178248.95085,2022,1305231.57712703,0.866515277056414,634333483.25289,FALSE,FALSE
"FA8524",0.438478912772805,0.561521087227195,0.0468373922198444,0.0080801561470392,0.257106341724844,0.00165371435376495,0.00353369507742636,0.000269958383669606,0.682518742093412,0,0.755432136391195,0.244407626923388,0.000160236685416544,0.0306557571715374,0.0313635092270072,0,0.00922906758142792,0.000656253859989113,0.0127047657526806,0.221817539729291,0.00925976708140579,0.00266087961590065,0,0,0.679921711354875,0.00157051194046875,0.000160236685416544,0,0,0.926679239572207,0.0338317964853746,0.0394889639424185,0,0.999374206241718,0,0.000241112580446979,0,0.000384681177834967,0,0,0.927689106980267,0.0723108930197334,0.00033151526114046,0.915858680561739,0,0.0131111422821811,0.0591997507375523,0.0113476817233967,0.000151229433990641,0.222480319872717,0.000618136175147241,0.163911254224177,0.0128556916386617,0.10247019869957,0.462189335563968,0.035475063825758,0,6.93016310108978,4.16428571428571,1.870101524437,1.46805629791758,581364960.77028,1378,421890.392431263,0.78415399764777,122293041.340218,FALSE,FALSE
"FA8525",0.957311094792822,0.0426889052071781,0.0457184265053729,0.00154484517041167,0.706128170458578,-1.37357751650001e-06,0.00344824334979065,0,0.243161688093363,0,0.12467630048658,0.846016745615629,0.0293069538977911,0.0084491061042731,0.00670131589448451,0,0.00437433054333183,0,0.653525185466583,0.188117229605714,0.00358803595997681,7.42502562190073e-05,0,1.98347452614683e-05,0.105845131103881,-1.37357751650001e-06,0.0293069538977911,0,0,0.370941065791461,0.473444213881782,0.155614720326757,0,0.857115275044006,0,0,0.140065469456373,0.00281925549962116,0,0,0.842078604474657,0.157921395525343,0.0152847929136279,0.728889963158649,0,0.0065321418972229,0.15138925362812,0.0979038484023799,0,0.867955953388347,0.00219305600202785,0.0728218010589445,0.000528734728167591,0.0162076525712828,0.0206354262370244,0.0182085973782678,0.00144877863593791,3.03234951496188,3.43157894736842,1.13127355252103,1.31876609978209,694101675.048286,725,957381.620756257,1.43160902941011,108332520.845987,FALSE,FALSE
"FA8526",0.992660717514236,0.00733928248576388,0.00221326140283297,0.00502328733402429,0.413389249154431,7.6932240462162e-05,-0.00685779456787256,0,0.586146347037766,8.71739835510893e-06,0.562588538955015,0.437094041992573,0.000317419052411386,0.00170454297154963,0.00492597854634168,0,0.000451358245491119,0,0.412592422086476,0.0240502616606056,5.32110416417237e-05,0,0,0.00085456115586448,0.554964595600801,7.6932240462162e-05,0.000317419052411386,8.71739835510893e-06,0,0.932423448653289,0.0129862002234353,0.0545903511232753,0,0.953522314869414,3.78997536552045e-06,6.76263161789459e-05,0.0519671224166612,0,-0.00556085357761946,0,0.468283138466954,0.531716861533046,0.000716244756099714,0.464076368237498,0,0.000833200400910839,0.530885603232364,0.00348858337312751,0,0.985645390839349,9.3716131429695e-05,0.00158601135890463,0.00114794039117899,0.00295485768132391,0.0032411898223985,0.00459472156019662,0.000736172215218665,4.80578096791826,4.63541666666667,1.59393287689408,1.53566353532693,6941634774.12841,1087,6386048.55025613,1.12545377289273,1679585356.62651,FALSE,FALSE
"FA8527",0.951747797030533,0.0482522029694668,0.088182459005682,0.0159202514090619,0.814465405333505,6.63255562319597e-06,0.0193810968119821,0.00035230924541951,0.0616918456387266,0,0.112364782169292,0.867523221365464,0.0201119964652434,0.049926506093336,0.00198889997609623,0,0.0356216819327761,0.00535160951192534,0.768413772390571,0.0581361575301919,2.71273792932182e-05,0.0020341726348738,0,0,0.0583808171449727,6.63255562319597e-06,0.0201119964652434,0,6.26385097181969e-07,0.172753188553677,0.010005598245364,0.817241213200959,0,0.216681131220471,0,0,0.16399190185601,0.207775528335106,0.411551438588413,0,0.694098191506039,0.305901808493961,0.00539189638010501,0.616105520563078,0,0.00206954570760501,0.303833116637167,0.0199896348500682,0.0526102858619773,0.036097435415297,-0.000309602068871913,0.0164480913488297,0.0214023182864261,0.016627059902457,0.00895707212958518,0.900777624986277,0,3.19650167714925,2.7,1.27219362744928,1.15009267507986,5485162582.4184,2332,2352128.03705763,0.965893074833099,812663048.111624,FALSE,FALSE
"FA8528",0.644172006824284,0.355827993175716,0.399283004353355,0.00214909080012814,0.373349378031985,1.21182351936416e-05,0.0176721976882673,0.00291212348912185,0.204218152813656,0.000403934588293714,0.199556939745255,0.800562165883984,-0.000119105629239208,0.0346634575046338,0.00288808999441183,0,0.353086110993091,0.000325770145442841,0.354216515555982,0.0929337691894682,0.00451159157345222,0.000553612625980395,0,0.00290937222572112,0.148059039880441,1.08309457775896e-05,-0.000119105629239208,0,0.0059609449948367,0.39578618430973,0.0389185753431944,0.565295240347075,0,0.448935929536043,0,0,0.221198791571648,0.0158427838741962,0.314022495018113,0,0.811709116217749,0.188290883782251,0.00206792446968077,0.804241219382038,0,0.00031990258098921,0.187970981201262,0.00265341230430159,0.00274656006172807,0.192627303939818,-0.000347189129458364,0.0132033488308649,0.32255978169082,0.000709082969313896,0.00244653936292508,0.468801132335716,0,1.99437242052605,2.9304347826087,1.09011103601489,1.21533882418584,7668731605.00048,3598,2131387.32768218,0.65297430895872,1058277526.65944,FALSE,FALSE
"FA8529",0.841756545652285,0.158243454347715,0.828500606104631,1.9368486669915e-06,0.106111337018537,0,0.000227160980027076,0,0.0651589590481388,0,0.108506124378905,0.889687229162023,0.00180664645907272,0.0436436917591407,0,0,0.124620686079387,0,0.102810812093565,0.66225573098907,0,0,0,1.9368486669915e-06,0.0648584627576341,0,0.00180664645907272,0,2.03301346287724e-06,0.155853414749173,0.00247763819396484,0.841659154762729,9.79229413317599e-06,0.165200862797122,0,0,0.000175530459023372,0.83376911217998,0.00084470226974181,9.79229413317599e-06,0.992581605392472,0.00741839460752822,0.00377718014260282,0.959172233063784,0,0.00394407527420677,0.00347431933332145,0.0296321921860848,0,0.843232858440768,0,0.0117316614817816,0.109070744772283,0.00957555546147643,0.0176875984843519,0.00870158135933933,0,3.29005720612105,5.20512820512821,1.26754987317149,1.56478592396556,2328498208.96094,741,3142372.7516342,1.35271479392173,452430810.392087,FALSE,FALSE
"FA8530",0.772509454157316,0.227490545842684,0.0205630886970264,0.0982617998209995,0.659479244745862,0,0.0410027909574835,0,0.180693075778628,0,0.279966075743783,0.720033924256217,0,0.0144080657953528,0.0865338579744474,0,0.00615502290167362,0,0.542771805844838,0.171107095509706,0,0,0,0,0.179024151973983,0,0,0,0,0.672873176161249,0.208898281457146,0.118228542381605,0,0.901843988691132,0,0,0.0981560113088675,0,0,0,0.999959016135984,4.09838640157631e-05,0,0.146509854895829,0,0,4.09838640157631e-05,0.853449161240155,0,0.756693895001744,0,0.00283736452240855,0.0822389617629668,0.0132246892154375,0.132177682482706,0.0122794752219068,0.000547931792831005,5.88423261235331,5.07142857142857,1.77716974465252,1.67193837050849,464829974.708299,262,1774160.2088103,3.20634309654374,73833286.4942622,FALSE,FALSE
"FA8531",0.757927917066031,0.242072082933969,0.212266577178946,0.559995739792233,8.46900989088986e-05,0,5.25906229524108e-05,0,0.22760040230696,0,0.952457376638068,0.0475426233619324,0,0.13733918273503,0.560080429891142,0,0.00126560956611642,0,0,0.046277013795816,0.0274373617049362,0,0,0,0.22760040230696,0,0,0,0,0.98150342292458,0.0183040369588389,0.000192540116581488,0,1,0,0,0,0,0,0,0.850537938525898,0.149462061474102,0.235114372969399,0.614982198452181,0,0.11426920407103,0.0356342245073899,0,0,0.472720143905865,0.0442555033754698,0.134058527279986,0.0620942988003599,0.111071452900116,0.0683604191362984,0.107439654601904,0,2.80506613798436,5.51428571428571,1.22696027500825,1.27353370989929,120376532.701845,552,218073.42880769,0.814766212240091,46611303.5245258,FALSE,TRUE
"FA8532",0.541172482817861,0.458827517182139,0.0604369634769911,0.271824646360104,0.0636889812803954,0.0557669921771191,0.00512762785884157,0.00247740195239262,0.540677386894156,0,0.947959380187007,0.051549577507588,0.000491042305405238,0.0374467925466547,0.282069337913223,0,-0.000178678631078417,0.000435232415096755,0.0426566831962817,0.008636340527288,0.0199734904469911,0.00116593709917545,0,0.0110453482485276,0.539816833197034,0.0554508513041003,0.000491042305405238,0,0.000990789431300794,0.991715803598187,5.11284567912719e-05,0.00823306794502143,0,0.991714518661015,0,0.000255152539221322,0.00803032879976369,0,0,0,0.464700803935019,0.535299196064981,0.0487670869210175,0.415948533862964,0,0.146898213014706,0.388400983050275,-0.000585677305077725,0.000570860456115281,0.307082572600548,0.0220716982739055,0.0998586763411682,0.065226847703543,0.170787672587543,0.236704555326048,0.0982679771672442,0,3.78456769356529,5.31034482758621,1.45852994523497,1.68296698095756,565380641.124007,1879,300894.433807348,0.853554919735211,111859295.903019,FALSE,FALSE
"FA8533",0.0644170011515491,0.935582998848451,0.137734823908235,0.235292879139982,0.118062523742456,0.145430695179386,0,0.00291652954675317,0.360562548483188,0,0.97746075095141,0.00687447938141678,0.0156647696671736,0.0172538111599489,0.330194124179434,0,-9.76613928371501e-05,0,0.00194934195818538,0.00502279881606854,0.125447450369725,0,0,0.0052996238344702,0.360411566482188,0.138854174925643,0.0156647696671736,0,0,0.981552076084367,0.00144431888297282,0.0170036050326602,0,0.970034125834737,0,0.013321148744055,0.0166423607753997,2.36464580801308e-06,0,0,0.744722218442494,0.255277781557506,4.46691502629846e-06,0.743881071367612,0,0.0287368339504074,0.226540947607099,0.000836680159855475,0,0.00850950171735432,0.00153408974208516,0.0237711226672853,0.161393567826179,0.277284306546694,0.494270767443845,0.0332366440565575,0,4.54546432824062,4.82644628099174,1.6238622666912,1.60287244973809,846989597.997554,1183,715967.538459471,1.22978018646762,219402711.426647,FALSE,FALSE
"FA8534",0.318788094238373,0.681211905761627,0.0450460439135194,0.296380441283227,0.0601206082848852,0.060264045346558,0.000354053134011963,0.000866484996792029,0.536968323041006,0,0.987576940485343,0.0124230595146566,0,0.0370279229110931,0.314996471764636,0,-0.00224843750349749,0,0.0131738173410893,0.00149767967706487,0.0104344154297064,0,0,0.00327820998554791,0.536968323041006,0.0579631954471924,0,0,0.0269084019061615,0.991159370117313,0.00882891926232429,1.1710620363007e-05,0,1.00000009433277,0,0,-9.4332772749861e-08,0,0,0,0.904884527184066,0.0951154728159338,0.00146030132027338,0.892415498612006,0,0.027356269973488,0.0677592028424458,0.0110087272517866,0,0.112121730568925,0.00380090266794874,0.0540391652579213,0.136565793138765,0.258875855713288,0.28123669260356,0.153359860049592,0,4.70474726134217,5.76756756756757,1.57556914969772,1.74808329066175,870523390.256431,2863,304059.86386882,0.422352499837833,211137688.910091,FALSE,FALSE
"FA8535",0.636945289584017,0.363054710415983,0.0264273443072175,0.286148341531151,0.687424314161631,0,0,0,0,0,0,1,0,0,0,0,0.0264273443072175,0,0.687424314161631,0.286148341531151,0,0,0,0,0,0,0,0,0,0.725715512610545,0,0.274284487389455,0,0.723714009405456,0,0,0,0,0.276285990594544,0,1,0,0,0.29254524376889,0,0,0,0.70745475623111,0,0.287661113038772,0,0.344400045815127,0.363054710415983,0,0,0.0048841307301186,0,1.51318435167518,1.66666666666667,0.90122552919134,0.963457252632055,67634755.0656663,189,357855.846908287,1.2529252242991,24417654.2173731,FALSE,TRUE
"FA8536",0.971251502508198,0.0287484974918017,0.96057586274265,0,0.0394241372573501,0,0,0,0,0,0.856138177680098,0.143861822319902,0,0.690895896339785,0,0,0.104437685062552,0,0.0394241372573501,0,0.165242281340312,0,0,0,0,0,0,0,0,0.961678621105961,0,0.0383213788940387,0,0.961678621105961,0,0,0.0383213788940387,0,0,0,0.752498189442549,0.247501810557451,0,0.733748190511779,0,0,0.247501810557451,0.0187499989307697,0,0.971251502508198,0,0,0,0.00999849856103205,0.0187499989307697,0,0,7.91324776596412,5,2.12367607976801,1.56682678859747,8208663.16874388,15,547244.211249592,6.14521241320612,7152563.22819621,FALSE,TRUE
"FA8537",0.783919397766114,0.216080602233886,0.0016051941177166,0,0.638178479596253,0,0,0,0.36021632628603,0,0.361821520403747,0.638178479596253,0,0.0016051941177166,0,0,0,0,0.638178479596253,0,0,0,0,0,0.36021632628603,0,0,0,0,0.986330504379697,0,0.0136694956203031,0,0.987138918833747,0,0,0.0128610811662535,0,0,0,0.546952000678217,0.453047999321783,0,0.456530640694312,0,0.0289128586430061,0.424135140678777,0.0904213599839044,0,0.0128610811662535,0,0.132879837003607,0.0219284037489869,0.194152198484899,0,0.638178479596253,0,2.19995991898968,2.2,1.11261288102159,1.12081379246155,6695114.00386733,49,136634.979670762,3.21510731434514,2142309.9078341,FALSE,TRUE
"FA8538",0.913068969525334,0.086931030474666,0.257737894096055,0.00831138677096696,0.157840145548406,0.000369488018128882,0.0390050475789526,0.00109103701282116,0.535635924035066,9.07693960399179e-06,0.810047552121919,0.177172867563541,0.0127795803145394,0.238415991017106,0.00699054004273348,0,0.0109663753010805,0,0.13793892342886,0.0282675688336009,0.00498999483447927,0.0197622815725519,0,0,0.539519256636919,0.000369488018128882,0.0127795803145394,0,0,0.898710860826873,0.0179115582711567,0.0833775809019707,0,0.927632609215639,0,0,0.0719146110487511,0.000452779735610015,0,0,0.79728311443435,0.20271688556565,0.000143660156879905,0.734959908528223,0,0.00624749396415571,0.196469391601495,0.0621795457492471,0,0.716490853269141,0.00149416785877521,0.0282732747892175,0.0175720335700528,0.0226179587734787,0.0470518379735206,0.162257524977174,0.00424234878864033,9.40024335059623,4.9030303030303,1.75463041940216,1.49158863259151,749608101.660775,1713,437599.592329699,0.741552216661475,170085973.083399,FALSE,FALSE
"FA8539",0.984620442862488,0.0153795571375123,0.460854984832177,0.017349614206022,0.251699822537098,4.88020451870502e-05,0.0764607596004169,0,0.193586016779099,0,0.418255232179949,0.556174868365168,0.0255698994548837,0.156099352135306,0.0154172962962568,0,0.167075384341256,3.89605092378329e-05,0.226054819280453,0.163005704234221,0.0276409460005079,0.0230104662238693,0,0,0.196038369478822,4.88020451870502e-05,0.0255698994548837,0,0,0.901684754071452,0.0524670971700473,0.0458481487585007,0,0.955903137126252,0,0,0.044096862873748,0,0,0,0.705739017973703,0.294260982026297,0.0728327685064495,0.614000274209388,0,0.0189879987797657,0.275272983246531,0.0189059752578661,0,0.804206319918784,0.00164613174198218,0.094228132033563,0.00300440156506387,0.00702243692675776,0.00562278375380522,0.0843745635004365,-0.000104769440391984,1.66575688641316,3.13445378151261,0.847501524778549,1.24514413268212,695960293.96117,1499,464283.051341674,0.754130517109293,157628105.354136,FALSE,FALSE
"FA8540",0.915106702621882,0.0848932973781184,0.656610634965426,0.0353572531064223,0.249236683181364,0.00160370733001118,0.0029063657614821,0,0.0542853556552934,0,0.702645975649659,0.255144172998453,0.0422098513518885,0.613267297020314,0.0297645607244,0,0.00523407902944642,0,0.236245737157665,0.0136643568113413,0.00189726375228238,0.000349902013120756,0,0.000181746280397531,0.0554487854987108,0.000568252307609432,0.0422098513518885,0,0.00116816805282419,0.707258438217387,0.0456095036079705,0.247132058174642,0,0.759161993382706,0,4.59660153806668e-05,0.140504300608422,0.0767965703632583,0.0234911696302336,0,0.25838119411063,0.741618805889369,0.000652810712462283,0.253780846555369,0,0.00238744409938985,0.73923136178998,0.00394753684279871,0,0.402374567676156,0.000133569010105075,0.0317681858177821,0.0752282076263873,0.00191828113280085,0.00843133028400711,0.480145858452762,0,2.12456756866573,3.97058823529412,1.06434504527764,1.38030913512455,2434563634.89103,1278,1904979.37002428,1.40876534467187,641552101.153537,FALSE,FALSE
"FA8549",1.00732493625175,-0.00732493625174503,0.737983850843734,0,-0.111345005069744,0.00237392810686074,0.0292925260234704,0,0.341694700095679,0,0.746273225305028,0.253726774694972,0,0.372706331978337,-0.0067844574315208,0,0.0154616889829995,0,-0.107254027798071,0.345519113510043,0.0372694322872144,0,0,0,0.340707990364137,0.00237392810686074,0,0,0,0.956987315101271,0.0430126848987293,0,0,0.999447400096257,0,0.000552599903743456,0,0,0,0,0.99926965173551,0.0007303482644901,0,0.997962375121337,0,0.000552599903743456,0.000177748360746644,0.0013072766141725,0,1.11313746101413,0.000552599903743456,0.00219617974611409,0.00148502497491915,-0.00908448369492844,0.000274522468264262,-0.108561304412243,0,3.30909520316497,3.85714285714286,1.404030285909,1.46462604416513,-5480989.21255986,107,-51224.198248223,0.844136155163458,0,TRUE,TRUE
"FA8550",0.655211951723724,0.344788048276276,0.271250221851351,0.0309119133088588,0.0338945389931005,0.00190667333094201,0,0,0.662036652515748,0,0.966429295077596,0.0335707049224045,0,0.179125773491306,0.031101642160327,0,0,0,0.0335707049224045,0,0.0922585535792723,0,0,0,0.662036652515748,0.00190667333094201,0,0,0,0.936843394086274,0,0.0631566059137257,0,0.937148425074302,0,0,0.0628515749256981,0,0,0,0.78053171399838,0.21946828600162,0.000525334201660621,0.690756221077157,0,0.00207618335191132,0.217392102649709,0.0892501587195628,0,0.366562070835904,0,0.189939406805904,0.0165588817275096,0.312585735103845,0.0156434314449216,0.00946031536235255,0.0892501587195628,2.88519641871272,2.94117647058824,1.26777842807219,1.24188482688452,82033555.7855063,80,1025419.44731883,1.64581308455002,82034097.0281996,FALSE,FALSE
"FA8552",0.860140899871356,0.139859100128644,0.0251750433051527,5.6560972928742e-05,0.49950149719201,0,0.354837540096576,0,0.120429358433332,0,0.19479798930193,0.790406746176115,0.0147952645219551,0.0251750433051527,2.09377552959785e-05,0,0,5.6560972928742e-05,0.258023568155169,0.532326617048018,0,0.0499956983227079,0,0,0.119606309918773,0,0.0147952645219551,0,0,0.753444867655436,0.105046301335022,0.141508831009542,0,0.926201352550997,0,0,0.0734335780685691,0.000365069380433911,0,0,0.676688044994904,0.323311955005096,0.000752506636016031,0.12999636001746,0,0.00240804059954879,0.320903914405547,0.545939178341428,0,0.784406674989863,0,0.0621194424709305,0.0536541680381015,0.027806194810242,0.0589799829258117,0.0130335367650511,0,3.10761599418558,3.94117647058824,1.28114220416569,1.447737731613,233995320.284714,185,1264839.56910656,2.4560102187841,82022264.1838019,FALSE,FALSE
"FA8553",1.00004161295681,-4.16129568075168e-05,0.000337521308208941,0.00107900003518365,0.564287401806669,0,0.000213782157553703,0,0.434082294692385,0,0.0616228016729782,0.915811162118623,0.0225660362083988,0.000133327553187782,0.00113482133825744,0,0.000161086626346249,0,0.158664937141393,0.756985138350884,0.025486602651566,0,0,0,0.034868050129967,0,0.0225660362083988,0,0,0.894241044661718,0.0286329445163981,0.0771260108218839,0,0.962768737503722,0,0,0,0.0288934425407134,0.00833781995556403,0,0.732541947023439,0.267458052976561,0.00123757680669539,0.713671657157487,0,0.000982293955316659,0.266475759021244,0.0176327130592564,0,0.759363460028869,0,0,0,0.000241802606734702,-0.000304266646476698,0.240699004010873,0,7.96818991727856,8.33333333333333,2.06855867306479,2.1187025535653,441300699.618973,148,2981761.48391198,2.9270480306608,176618385.974668,FALSE,FALSE
"FA8554",0.970929331221993,0.0290706687780068,0.00730090559922266,0.0268932145122881,0.193263291535959,0,0.750062666872475,0,0.0224799214800556,0,0.787435153957833,0.212564846042167,0,0.00730090559922266,0.220156506048247,0,0,0,0,0.212564846042167,0,0.537497820830308,0,0,0.0224799214800556,0,0,0,0,0.470157250702825,0,0.529842749297175,0,1,0,0,0,0,0,0,0.358704761726016,0.641295238273984,0,0.358704761726016,0,0.0672028043179689,0.574092433956015,0,0,0.903114795144594,0,0.000611731759430032,0,0.0290706687780068,0,0.0672028043179689,0,3.46264834935351,3,1.48444375785435,1.32457934163701,2140000.3326861,16,133750.020792881,4.59324229209261,1464567.1403563,TRUE,TRUE
"FA8555",0.586003076638685,0.413996923361315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.876092243388092,0,0.123907756611908,0,1,0,0,0,0,0,0,0.413996923361315,0.586003076638685,0.00601836063084487,0.40797856273047,0,0.082418156150862,0.503584920487823,0,0,0.210585114175143,0,0,0.00601836063084487,0,0.40797856273047,0.375417962463542,0,5.94185115597497,7.75,1.93359280127371,1.97020108616873,20375173.3707728,18,1131954.07615405,3.19116808953777,20375173.3707728,FALSE,TRUE
"FA8571",0.657282185101103,0.342717814898897,0.199746443028307,0.348218624659289,0.34962151098853,0.000452482901065432,0,0,0.101960938422809,0,0.585508677083067,0.391441963616707,0.0230493593002262,0.163153699082893,0.310034139329052,0,0.0352708740809614,0.0114838221398895,0.200897738986488,0.143789528409367,0.00108037727325112,0,0,0.00907793073260197,0.101960938422809,0.000161985681296617,0.0230493593002262,0,3.96065611645616e-05,0.781103683082703,0.188026205606798,0.0308701113104989,0,0.969129888689501,0,0,0.0308701113104989,0,0,0,0.429932299425384,0.570067700574616,0.410292767978545,0.0188921055205516,0,0.140284615885016,0.4297830846896,0.000747425926287397,0,0.486907815881767,0,0.0428410589789674,0.0220816392971759,0.032907800645597,0.286991090428706,0.0816101367083232,0.0466604580594636,11.3643897533724,5.92105263157895,2.23839766802847,1.63275565254516,70896380.1253694,437,162234.279463088,0.571309193365601,36326312.4598355,FALSE,TRUE
