ContractingOfficeID,pNoEffComp,pEffComp,pPlatEnC,pPlatFnC,pPlatOther,pPlatLand,pPlatWnA,pPaltMnS,pPlatAir,pPlatVessel,pProducts,pServices,pRnD,pPscEnC,pPscOther,pPscFuels,pPscICT,pPscFRSnC,pPscPAMS,pPscERS,pPscEngines,pPscLnM,pPscMED,pPscMnS,pPscAir,pPscLand,pPscRnD,pPscShips,pPscCloth,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeFixed,pFeeAward,pFeeIncentive,pFeeEffort,pIDV,pAward,pVehFSS,pVehSAC,pVehBPA,pVehPur,pVehDef,pVehMAC,pVehOIDV,pNoCompOther,pNoCompFollowOn,pNoComp1Source,pComp1Offer,pCompNo Comp. (Unlabeled),pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,Exclude,ExcludeLow,ExcludeHigh
FA3030,0.526882344,0.473117656,0.286563497,0.604218404,0.102714462,0.004776797,0.000270465,0,4.93E-05,0.001407079,0.337716262,0.662094755,0.000188983,0.189533956,0.125452223,7.24E-05,0.095868665,0.476742777,0.038618008,0.04459964,0.000125931,0.000215597,0.006265665,5.02E-05,3.93E-05,0.004499357,0.000188983,0.001407079,0.016320136,0.994318837,0.00590502,-0.000223857,0,1.000214975,0,0,0,8.88E-06,-0.000223857,0,0.652254804,0.347745196,0.267826625,0.27480954,0.011596662,0.059330082,0.289243871,0.067927604,0.029265615,0.258835205,0.005981235,0.064560582,0.19547703,0.001478479,0.147628875,0.189774309,0.136264286,3.149807781,5.257657658,1.27969778,1.629164139,398781148.8,4132,96510.4426,0.409888258,63437144.41,FALSE,FALSE,FALSE
FA3047,0.491115084,0.508884916,0.098139774,0.484740109,0.402030926,0.007856004,0.00148165,0.000112023,0.004995743,0.000643771,0.224482836,0.771783132,0.003734032,0.06673782,0.086851662,0.000129276,0.023317181,0.378091449,0.179247256,0.047810971,0.000568562,0.00137331,0.143316275,0.000200219,0.004739431,0.002641755,0.003734032,0.000521726,0.060719075,0.98382569,0.004086646,0.011975743,0.00011192,0.987024626,0,0.002965323,0.00320688,0.00033088,0.006385649,8.66E-05,0.754935479,0.245064521,0.254607749,0.387802989,0.00437148,0.136504711,0.109003396,0.100179223,0.007530452,0.190470576,0.006188899,0.06376245,0.217700613,0.011743584,0.085157982,0.128706483,0.296269412,6.387478834,8.495626822,1.604751325,1.919192454,2584300040,19821,130381.9202,0.165494888,322275099.7,FALSE,FALSE,FALSE
FA3089,0.647035969,0.352964031,0.441723488,0.342381214,0.208794329,0.002678302,0.001105533,0,0.003194445,0.000122688,0.295797621,0.703992953,0.000209426,0.186189364,0.096968039,0.00011341,0.251777925,0.248284361,0.157467372,0.025008779,0.001071779,0.001070795,0.021454515,0.000103801,0.00317765,0.001460715,0.000209426,0.000120946,0.005521123,0.99157987,0.000359731,0.008060399,0,0.991953099,0,2.15E-05,0,0,0.008025385,0,0.624464466,0.375535534,0.350389688,0.208340785,0.004868097,0.179043893,0.196703047,0.041537417,0.019117072,0.330487688,0.013115827,0.019678426,0.262972529,0.020449487,0.077254335,0.138372485,0.137669223,4.472343575,6.250825083,1.329881901,1.685239766,1304791471,9122,143037.8723,0.287886516,205723901.9,FALSE,FALSE,FALSE
FA3099,0.206999347,0.793000653,0.038596822,0.729181422,0.21435986,0.001641737,0.000561351,0,0.000781649,0.014877158,0.102812025,0.897187975,0,0.031897146,0.049645544,5.44E-05,0.005220808,0.663073611,0.050231096,0.170176234,0.001560907,4.86E-05,0.008486225,0.000741117,0.000154256,0.001368404,0,0.014647699,0.002694001,0.999316934,0,0.000683066,0,0.982114952,0,0.000232944,0,0.017170512,0.000481592,0,0.469788513,0.530211487,0.043490919,0.294380483,0.002372198,0.030177305,0.500290476,0.129288619,0,0.111490635,0.000287847,0.013035561,0.080717795,0.001405007,0.248073906,0.3781493,0.166839948,3.869719136,4.799401198,1.430938159,1.525024261,410776198.5,1723,238407.5441,0.83504523,57223098.76,FALSE,FALSE,FALSE
FA3300,0.351354482,0.648645518,0.112218838,0.240708855,0.458306354,0.001369304,0.002535723,0,0.184789282,7.16E-05,0.143354324,0.705356277,0.151289399,0.066872121,0.069763014,9.51E-06,0.042701375,0.178856167,0.269176016,0.189091702,0.000177954,0.002486794,0.025531016,6.86E-05,0.000665162,0.000965934,0.151289399,7.16E-05,0.002273581,0.872911786,0.014514903,0.112573311,0,0.669489152,0.009807876,3.16E-06,1.94E-05,0.003142625,0.317537833,0,0.299210885,0.700789115,0.084040351,0.141059954,0.00081055,0.066034426,0.682813795,0.02411831,0.001122614,0.143958523,0.003157202,0.100543481,0.068426873,0.034443775,0.278316694,0.101494009,0.269659443,4.463570523,6.068965517,1.528966497,1.708726845,1744677459,11497,151750.6706,0.250518957,238976150.7,FALSE,FALSE,FALSE
FA4407,0.375400748,0.624599252,0.482902682,0.435983309,0.076264587,0.002412514,0.000974578,0,0.001408796,5.35E-05,0.317822795,0.679474838,0.002702368,0.249235642,0.060154541,0.000126996,0.225080834,0.365973508,0.064240318,0.013959676,0.001370603,0.000163804,0.010220502,0.001071948,0.001173261,0.00176184,0.002702368,3.88E-05,0.002725316,0.997946437,0.002053563,0,0,0.997323957,0,0.002589332,0,8.67E-05,0,0,0.910056816,0.089943184,0.239493716,0.256185452,0.001242327,0.048143931,0.041914468,0.264867569,0.148152537,0.155501687,0.005769689,0.017263605,0.191556166,0.005097656,0.116571387,0.289586863,0.218652946,5.081383987,6.725304465,1.486384165,1.725984833,922672020.7,9864,93539.33705,0.189893758,113581536.5,FALSE,FALSE,FALSE
FA4416,0.340010561,0.659989439,0.086641582,0.483638252,0.102561689,0.007147633,0.001878897,0,0.318112547,1.94E-05,0.122327146,0.877287721,0.000385132,0.044566089,0.058899077,0.000298694,0.032845107,0.38195577,0.064767535,0.371067016,0.001676021,0.000420608,0.026652294,0.000219341,0.002888158,0.001243383,0.000385132,1.94E-05,0.012096375,0.999850318,0.000145195,4.49E-06,0,0.998396465,0,0.001603535,0,0,0,0,0.4249138,0.5750862,0.106325899,0.277354385,6.36E-05,0.054979469,0.527475121,0.033595776,0.000205788,0.092954401,0.00607092,0.064089207,0.130224952,0.031175073,0.046514574,0.426988948,0.201981926,4.55401572,5.912240185,1.576320005,1.71828249,850501820.2,4169,204006.1934,0.337487292,163373070,FALSE,FALSE,FALSE
FA4417,0.443790854,0.556209146,0.245211715,0.554771944,0.168529696,0.007807971,0.002665494,5.52E-05,0.018452192,0.002505771,0.461705624,0.538279247,1.51E-05,0.204029163,0.175530103,5.57E-05,0.030844177,0.367005496,0.10449901,0.014856307,0.007240062,0.002498797,0.021074256,0.001631422,0.017182371,0.005554393,1.51E-05,0.002485739,0.045497918,0.98887532,0.00458839,0.00653629,0,0.994607441,0,0.004848433,0.000472388,7.17E-05,0,0,0.586661409,0.413338591,0.273548645,0.234346676,0.004106316,0.097418583,0.316908896,0.071396584,0.002274301,0.221222733,0.000442089,0.045199127,0.174755989,0.001868459,0.076313585,0.233883608,0.24631441,4.853057161,7.026963658,1.517546651,1.81343155,1124201822,13404,83870.62236,0.144658964,164914211.6,FALSE,FALSE,FALSE
FA4418,0.306176798,0.693823202,0.057116596,0.813288051,0.118619099,0.00470682,0.0005637,0,0.003302028,0.002403706,0.21683928,0.78307971,8.10E-05,0.037212577,0.153008756,0.000640167,0.017484209,0.64305741,0.092031873,0.021906468,0.001624813,0.000270061,0.00859975,0.000146298,0.002742833,0.004066615,8.10E-05,0.001558331,0.015568829,1,0,0,0,0.974994165,0,0.024999595,0,6.24E-06,0,0,0.624363945,0.375636055,0.068993448,0.482409268,0.00071349,0.082546104,0.29597652,0.066239925,0.003121245,0.248330631,0.000117845,0.0119265,0.040021246,0.005519877,0.052705535,0.265119996,0.37625837,7.640575683,8.485074627,1.876487873,1.958698468,659057084.8,5410,121822.012,0.275414545,84513224.1,FALSE,FALSE,FALSE
FA4419,0.530195441,0.469804559,0.116474932,0.702832083,0.160811977,0.008838156,0.002885752,0,0.008138249,1.89E-05,0.356961414,0.643038586,0,0.082601183,0.235731668,0.000178679,0.024213269,0.461002968,0.114238343,0.030023826,0.001584342,0.00201958,0.01356018,0.001308384,0.008046299,0.007838505,0,0,0.017652774,0.992472057,8.20E-06,0.00751974,0,0.99894463,0,0,0,5.24E-05,0.001002986,0,0.59441129,0.40558871,0.124402642,0.351655473,0.007781081,0.134223481,0.281193598,0.079647444,0.021096281,0.257979748,0.003076692,0.13774994,0.124054121,0.007528635,0.088377185,0.194991264,0.186242414,4.648712635,5.890838207,1.510987577,1.704084109,269831119.8,3702,72887.93079,0.353604222,34977144.75,FALSE,FALSE,TRUE
FA4424,0.067998775,0.932001225,0.027304295,0.858503579,0.107609223,0.006582903,0,0,0,0,0.056410754,0.943589246,0,0.023533579,0.032877175,0,0.002949666,0.849115058,0.072218811,0.016750323,0,0,0.002555387,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.048018728,0.951981272,0,0,0,0,0,0,0,0,0.048018728,0,0,0.951981272,0,2.903962545,2,1.353010315,1.039720771,33928804.67,122,278104.9563,0.595813882,33928804.67,FALSE,FALSE,TRUE
FA4427,0.534600159,0.465399841,0.0732385,0.565805146,0.332774098,0.00465324,0.001366463,0,0.022040026,0.000122528,0.197141121,0.802858879,0,0.043172979,0.099505227,0.000234649,0.024131128,0.45595729,0.063862776,0.049755229,0.005526458,0.000680341,0.209152456,0.002131893,0.002359598,0.003078557,0,0.000114749,0.04033667,0.994859027,0,0,0.005140973,0.879380762,0,0.115267744,0,0.000210521,0,0.005140973,0.637096067,0.362903933,0.099550937,0.344007673,0.002340797,0.093607289,0.27009878,0.185080235,0.005314289,0.241531028,0.030148738,0.15404711,0.102550056,0.006340926,0.056904675,0.178484983,0.229992483,5.656532926,6.994513032,1.639421699,1.801983303,1011525002,8007,126330.0864,0.293273332,120894385.7,FALSE,FALSE,FALSE
FA4428,0.162196199,0.837803801,8.40E-05,0,0.999916018,0,0,0,0,0,0,1,0,0,0,0,8.40E-05,0,0.548898186,0.451017832,0,0,0,0,0,0,0,0,0,1,0,0,0,0.999675939,0,0,0,0.000324061,0,0,0.966792637,0.033207363,0,0.036956412,0,0.031237193,0.001970169,0.929836225,0,0.000178057,0,0.000221355,0.152034665,0.000262689,0.098873086,0.212673717,0.535756431,10.34391441,28.03271028,1.941951492,2.755684852,9877521009,7553,1307761.288,0.105944079,3360295662,FALSE,FALSE,FALSE
FA4452,0.54724133,0.45275867,0.750079446,0.020572158,0.222247055,0.001365561,4.32E-05,0,0.005692561,0,0.136763991,0.863236009,0,0.118067265,0.01079092,0,0.624223283,0.007605337,0.207470316,0.02114815,0.002158491,4.32E-05,0.002788923,0,0.002139723,7.39E-05,0,0,0.003490424,0.826813375,0.089167341,0.082145043,0.001874241,0.917318822,0.000265972,0.00011863,0.019612937,0.060809398,0,0.001874241,0.576579589,0.423420411,0.237287513,0.251325691,0.019375677,0.028536172,0.394937915,0.049689613,0.018847418,0.064936151,0.007844171,0.286093218,0.182270117,0.00541069,0.129975887,0.138734807,0.18473496,3.735294117,4.826298701,1.349564166,1.493830184,2098425015,3414,614652.9041,0.800630576,271141671.2,FALSE,FALSE,FALSE
FA4460,0.386067314,0.613932686,0.062662471,0.781655827,0.137474858,0.004321292,0.001484358,0,0.012092926,0.000308268,0.232064437,0.767888447,4.71E-05,0.049173336,0.139499084,0.00043619,0.009442874,0.669208087,0.052202451,0.013556463,0.002762185,0.001087464,0.023478573,0.000261044,0.011349762,0.003108416,4.71E-05,0.000264524,0.024122431,0.999306576,0,0.000693424,0,0.985134785,0,0.01497094,0,-2.06E-06,-0.000103668,0,0.678985565,0.321014435,0.091955607,0.363535757,0.005294179,0.089755281,0.232325059,0.212964264,0.004169853,0.246243266,0.006120562,0.014687519,0.086061443,0.032664217,0.095544764,0.303139301,0.215538928,4.904786079,7.333333333,1.570522327,1.819853004,511943926.1,4894,104606.4418,0.310130093,87488728.24,FALSE,FALSE,FALSE
FA4479,0.267536215,0.732463785,0.055975135,0.866035443,0.070670416,0.00240199,0.000918248,0,0.002935246,0.001063522,0.235345444,0.764612341,4.22E-05,0.047114077,0.175078706,0.001262242,0.008360674,0.700131278,0.040923082,0.011623935,0.000199995,0.000918248,0.003573372,0,0.002350844,0.002085864,4.22E-05,0.001063522,0.005271946,0.996624226,0.003375774,0,0,1,0,0,0,0,0,0,0.729374539,0.270625461,0.084352513,0.460719869,0,0.033834784,0.240008177,0.179914531,0.001170126,0.10422163,0.003421418,0.020931162,0.107111634,0.032023236,0.098694681,0.33736731,0.296228929,4.855596346,4.678700361,1.602060804,1.558092458,310393676.1,1809,171583.0161,0.447203872,68341718.17,FALSE,FALSE,FALSE
FA4484,0.481831461,0.518168539,0.063988737,0.769970318,0.153432131,0.008371265,0.002297401,0.000193186,0.001743102,3.86E-06,0.182263093,0.815891057,0.00184585,0.048120429,0.115352651,0.000189691,0.013007026,0.620470211,0.102251492,0.042015896,0.00227895,0.002233736,0.038146432,0.000275945,0.001563459,0.00397622,0.00184585,4.29E-06,0.008267718,0.904820935,8.15E-05,0.095097521,0,0.900985746,0,0.005129695,0,0.093884559,0,0,0.544745951,0.455254049,0.078067844,0.359714402,0.008561252,0.092890603,0.362788989,0.09796949,7.42E-06,0.343331856,0.000597948,0.023839029,0.112764873,0.001279473,0.066306752,0.236443447,0.215436622,5.969997292,7.330343797,1.610896903,1.822071594,824380387.3,6208,132793.2325,0.348437561,116537872.9,FALSE,FALSE,FALSE
FA4486,0.121058514,0.878941486,0.046044177,0.816541915,0.12354812,0.008127374,0.001557261,0,0.003950601,0.000230552,0.237489871,0.762510129,0,0.030589331,0.184364979,0,0.00919572,0.64693665,0.057033573,0.031963246,0.005324418,0.000861847,0.01738094,0.000177942,0.00388652,0.00486592,0,0.000230552,0.007188364,1,0,0,0,1,0,0,0,0,0,0,0.761137774,0.238862226,0.331288739,0.314905007,0.000325148,0.221070751,0.018697497,0.113712858,0,0.007963503,0.001933313,0.00795938,0.297243374,0.01706649,0.072636931,0.40557316,0.189623848,4.805252756,19.72058824,1.351462473,1.65362058,183281926.6,2942,62298.41149,0.434657497,29987980.41,FALSE,FALSE,TRUE
FA4488,0.436437578,0.563562422,0.136180444,0.677494698,0.163948941,0.006238529,0.009247005,0,0.006838764,5.16E-05,0.392546744,0.604305819,0.003147437,0.088983257,0.261121374,0.000555957,0.012261151,0.393339468,0.094582158,0.079552156,0.001751917,0.002443341,0.024570886,0.000695522,0.006501625,0.003888093,0.003147437,5.16E-05,0.026554039,0.998668487,0,0.001331513,0,0.998668487,0,0,0,0,0.001331513,0,0.624186779,0.375813221,0.133957713,0.387226249,0,0.12964219,0.246767254,0.102233713,0.000172881,0.161204018,0.030623399,0.11472977,0.121171744,0.008559672,0.060386072,0.274237973,0.229087352,6.391589968,7.6,1.637385442,1.82498049,176897967.3,2038,86799.78767,0.459475505,44702530.09,FALSE,FALSE,TRUE
FA4497,0.405944071,0.594055929,0.057086895,0.79009986,0.114580027,0.007655034,0.001634981,0,0.028877226,6.60E-05,0.211964738,0.788035262,0,0.037723756,0.146272814,3.57E-05,0.015929392,0.64205403,0.07940952,0.03694371,0.000976471,0.001055027,0.013698609,0.000325694,0.012690488,0.004349379,0,0,0.008535422,0.985260549,0.001148156,0.013591295,0,0.967212796,0,0.019178796,0,1.71E-05,0.013591295,0,0.715620576,0.284379424,0.093532823,0.515437297,0.00495484,0.055813995,0.228659616,0.101285009,0.000316418,0.176047206,0.003794908,0.04662325,0.161779106,0.017600533,0.124441181,0.242014403,0.227699413,6.209917676,6.797250859,1.569243017,1.743393552,475742442.8,4402,108074.1578,0.338722658,60426456.92,FALSE,FALSE,FALSE
FA4521,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1.386294361,1.386294361,1234397.569,3,411465.8563,8.696533569,1234397.569,TRUE,TRUE,TRUE
FA4528,0.295066115,0.704933885,0.08177627,0.752453573,0.146856726,0.009396481,0.002428572,0,0.002161505,0.004926873,0.318129105,0.681839425,3.15E-05,0.06293961,0.211983831,0.000183296,0.015954891,0.56926665,0.061965798,0.015660004,0.001779098,0.002353597,0.018992081,0.000710719,0.002080355,0.007649869,3.15E-05,3.06E-05,0.028418179,0.998196671,0,0.001803329,0,0.99823994,0,0.000276399,0,-9.08E-05,0.001574478,0,0.614823089,0.385176911,0.059366914,0.490193073,0.012117772,0.066002783,0.319337945,0.052981513,0,0.178112893,0.002120986,0.036608135,0.075723819,0.002384628,0.16863934,0.418741861,0.117668337,3.697617036,5.276119403,1.412782421,1.616003676,429113404.7,3913,109663.533,0.397317824,53418430.46,FALSE,FALSE,FALSE
FA4600,0.308885236,0.691114764,0.164095337,0.052335684,0.782930284,0.000243417,6.64E-05,0.000150727,0.000168962,9.18E-06,0.032343418,0.426273169,0.541383414,0.015973612,0.01461611,4.54E-05,0.145464065,0.03353034,0.233564572,0.004150452,0.000250548,2.27E-05,0.009563741,5.43E-05,0.000130975,0.000176091,0.541383414,9.18E-06,0.001064428,0.130090796,0.03405315,0.792980817,0.042875237,0.177507467,0,0.0005777,0.63637796,0.136970613,0.005691023,0.042875237,0.82531389,0.17468611,0.092424149,0.654130692,0.000511703,0.020951238,0.154097773,0.075908575,0.001975871,0.029108951,0.00036129,0.012540143,0.265493553,0.001197228,0.491402044,0.072370966,0.127525825,2.415178449,4.908362989,1.129817658,1.534722293,8587214572,12188,704563.0597,0.479327194,1921360139,FALSE,FALSE,FALSE
FA4608,0.424933202,0.575066798,0.126320662,0.709896959,0.136326586,0.003989277,0.001320699,8.39E-05,0.02185361,0.000208313,0.316197011,0.683802989,0,0.098960453,0.191295312,3.69E-05,0.022429816,0.509163163,0.074401946,0.034502841,0.001857978,0.001181283,0.043305223,0.002841479,0.003398372,0.003192158,0,0.000208313,0.013224755,0.999056771,0,0.000943229,0,0.999170464,0,-1.64E-05,0,3.16E-05,0.000814372,0,0.614402561,0.385597439,0.132789603,0.40045189,0.004423142,0.070386216,0.315303332,0.054207347,0.02243847,0.301357258,0.000289125,0.042005237,0.079068514,0.002201689,0.079069655,0.260044225,0.235964297,5.312452747,7.88676236,1.609910643,1.856048242,762269989.7,5967,127747.6101,0.377093508,119813884.1,FALSE,FALSE,FALSE
FA4610,0.165960458,0.834039542,0.451122349,0.358054642,0.186728886,0.001717632,0.002138311,0,0.000192628,4.56E-05,0.088595582,0.892052101,0.019352317,0.019554103,0.06181011,7.52E-06,0.010545151,0.290428652,0.52888167,0.053365286,0.002083599,0.000280308,0.008831341,5.05E-05,0.000166974,0.000490065,0.019352317,3.81E-05,0.004114314,0.533750981,0.001822348,0.464426671,0,0.480387915,0,0.003187674,0.045081448,0.073614607,0.397728356,0,0.287610344,0.712389656,0.043230105,0.142242665,0.002518229,0.036541681,0.686684844,0.087392424,0.001390052,0.075465779,0.000336767,0.024135245,0.061839774,0.004136959,0.077538537,0.169963341,0.586583598,5.910869676,6.318965517,1.815461813,1.718525998,1813912582,5771,314315.1243,0.482155022,222449653.6,FALSE,FALSE,FALSE
FA4613,0.383294499,0.616705501,0.126176812,0.709551866,0.138073731,0.022406485,0.002576537,1.98E-05,0.000932777,0.000262038,0.24154611,0.756043414,0.002410476,0.054435081,0.144407248,0.000884159,0.063248426,0.586200176,0.059745735,0.02779323,0.016481959,0.002451523,0.019055848,0.000278876,0.000788141,0.007325626,0.002410476,0.000262038,0.014231457,0.999104917,0.000110218,0.000784865,0,0.957713586,0,0.021109289,0.000784865,0.02039226,0,0,0.619325265,0.380674735,0.088691742,0.349962258,0.000810544,0.108375671,0.27660833,0.175551454,0,0.23390772,0.00033063,0.072713238,0.072743408,0.003619908,0.108167854,0.237222138,0.271295104,5.969156141,6.19874477,1.693710899,1.737169195,447381129.3,4622,96793.84017,0.343263391,57968656.14,FALSE,FALSE,FALSE
FA4620,0.295145107,0.704854893,0.083306708,0.785270669,0.119829324,0.004941088,0.000159433,0,0.005146024,0.001346753,0.194295859,0.805704141,0,0.066649907,0.102484015,0.000222346,0.009538317,0.604776636,0.100772097,0.047349558,0.0033152,5.72E-05,0.043267532,0.000135082,0.004716771,0.00433166,0,0.001092062,0.011291571,0.999983864,1.61E-05,0,0,0.994378799,0,0.003142235,0,0.002478966,0,0,0.793387332,0.206612668,0.093849737,0.320659251,0.002850109,0.082410458,0.127712007,0.366356409,0.006162028,0.166962833,0.002632847,0.033190729,0.083318392,0.008842489,0.061207001,0.302906829,0.340938879,5.07016728,5.846153846,1.649991142,1.709831926,423319883.7,4134,102399.5848,0.382110791,56059405.32,FALSE,FALSE,FALSE
FA4621,0.295517765,0.704482235,0.072490866,0.778652806,0.123701076,0.003604025,0.001535352,0,0.019354066,0.00066181,0.192207117,0.807792883,0,0.058085091,0.111204374,0.000325619,0.01005764,0.637715033,0.099267971,0.041346303,0.001281599,0.001424119,0.019405937,0.00068947,0.005806502,0.002808173,0,0,0.010582171,0.999553064,0.000446936,0,0,0.987125925,0,0.012874075,0,0,0,0,0.7278752,0.2721248,0.113373119,0.359959403,0.001353659,0.066834962,0.216088205,0.242296007,9.46E-05,0.109055522,0.003182701,0.015762299,0.145777075,0.021278998,0.102744164,0.284923706,0.317275535,5.031207289,6.612727273,1.567976471,1.754485855,301377568.5,3898,77315.94883,0.343012745,40582111.31,FALSE,FALSE,TRUE
FA4625,0.207155417,0.792844583,0.112432164,0.76467079,0.10154499,0.006483504,0.002932055,6.89E-05,0.01145181,0.000415834,0.353258459,0.64667208,6.95E-05,0.081131757,0.237745677,7.39E-05,0.018993805,0.489703101,0.075603546,0.025794243,0.002078666,0.001420778,0.036577384,0.000335472,0.011291573,0.005801827,6.95E-05,0.000415834,0.012963003,0.99123707,0.000105818,0.008657112,0,0.999953482,0,0,0,4.65E-05,0,0,0.738297921,0.261702079,0.118775782,0.538746182,0.013149459,0.098875167,0.162956716,0.064505153,0.002991542,0.061217893,0.001547853,0.023281907,0.118400531,0.002505118,0.094010329,0.283811271,0.415225098,6.864770865,6.919499106,1.785991014,1.809946236,441836460.2,5086,86873.07515,0.327322118,55067428.35,FALSE,FALSE,FALSE
FA4626,0.292813246,0.707186754,0.073966969,0.740130122,0.174815676,0.006017764,0.000369133,0,0.004056533,0.000643803,0.28646445,0.71353555,0,0.05857724,0.168721241,0.025765579,0.001901604,0.610731192,0.064111019,0.02611997,0.009751959,0.000356967,0.010671765,0.001124892,0.003618833,0.004793844,0,0.000609805,0.013144089,0.893108509,0,0.106891491,0,0.893566193,0,1.85E-05,0,0,0.106415297,0,0.52968677,0.47031323,0.06701622,0.36997686,0.004013685,0.077705103,0.401495658,0.079752097,4.04E-05,0.11414858,0.012304793,0.029262654,0.120804135,0.016067027,0.228191847,0.221095866,0.258125098,4.567730795,5.684210526,1.492481918,1.675811798,425721704.5,3205,132830.485,0.444449808,54619314.35,FALSE,FALSE,FALSE
FA4654,0.536042286,0.463957714,0.031108842,0.780215249,0.183710712,0.004127751,5.06E-05,0,0.000786871,0,0.064988257,0.935011743,0,0.017672871,0.041184456,4.14E-05,0.010604873,0.728751551,0.17767639,0.017899526,0.000710028,0,7.94E-05,7.65E-05,0.000754982,0.0029182,0,0,0.001629852,0.999968822,3.12E-05,0,0,0.990659887,0.002478333,0.00686178,0,0,0,0,0.25667991,0.74332009,0.044595454,0.110998953,0.000698039,0.021524687,0.722677447,0.099505421,0,0.077035116,0.004272558,0.024653224,0.416634958,0.013850776,0.033842989,0.274692232,0.155018148,2.796311151,4.388059701,1.162120436,1.451180143,168886745.9,975,173217.1753,1.00364622,25056324.47,FALSE,FALSE,TRUE
