ContractingOfficeID,pNoEffComp,pEffComp,pPlatEnC,pPlatFnC,pPlatOther,pPlatLand,pPlatWnA,pPaltMnS,pPlatAir,pPlatVessel,pProducts,pServices,pRnD,pPscEnC,pPscOther,pPscFuels,pPscICT,pPscFRSnC,pPscPAMS,pPscERS,pPscEngines,pPscLnM,pPscMED,pPscMnS,pPscAir,pPscLand,pPscRnD,pPscShips,pPscCloth,pPriceFixed,pPriceTime,pPriceCost,pPriceOther,pFeeNone,pFeeRedermination,pFeeEPA,pFeeFixed,pFeeAward,pFeeIncentive,pFeeEffort,pIDV,pAward,pVehFSS,pVehSAC,pVehBPA,pVehPur,pVehDef,pVehMAC,pVehOIDV,pNoCompOther,pNoCompFollowOn,pNoComp1Source,pComp1Offer,pCompNo Comp. (Unlabeled),pComp2Offers,pComp3or4Offers,pComp5pOffers,wavOffers,avOffers,lwavOffers,lavOffers,TotalValue,TotalCount,avSize,lavSize,MaxAnnualValue,Exclude,ExcludeLow,ExcludeHigh
F0681,0.310454166,0.689545834,0.222357355,0.522931034,0.162100864,0.042296807,0.005363166,0,0.044257282,0.000693491,0.533199349,0.46594902,0.000851631,0.199622594,0.258880596,0.001268338,0.016373046,0.280937845,0.090758773,0.072834422,0.011916049,0.001216181,0.005044933,0.00015849,0.006667994,0.025853792,0.000851631,0.000693491,0.026921824,0.999103915,0.000896085,0,0,0.686412388,0.000284267,0.001384722,0,0,0.311918623,0,0.602807145,0.397192855,0.395500524,0.189932581,0,0.121675383,0.276293923,0.015773488,0.000824101,0.061808932,0,0.025531279,0.06813047,0.128462329,0.064737554,0.521147219,0.130182217,4.639011157,5.274853801,1.57704209,1.61420886,835205093.6,2442,342016.8279,0.177798365,289782615.3,FALSE,FALSE,FALSE
F2204,0.812948612,0.187051388,0.359819588,0.157511839,0.113288608,0.344375235,0.01498707,0,0.005838461,0.004179199,0.892166642,0.107833358,0,0.351001992,0.141905062,0.00087398,0.002517491,0.011920029,0.064306884,0.029088954,0.173573471,0.010277914,0,0.0075866,0.001950216,0.199727371,0,0.001697761,0.003572273,0.999110649,0.000889351,0,0,1,0,0,0,0,0,0,0.190364778,0.809635222,0.046622422,0.139917216,0,0.61605174,0.197408621,0,0,0.051877494,0,0.085256604,0.204740232,0.469858263,0.127475505,0.046842712,0.01394919,4.137310493,7.761904762,1.010723112,1.334466065,77391566.6,457,169346.9729,0.540958274,21551031.25,FALSE,FALSE,TRUE
F2613,0.681665797,0.318334203,0.148918123,0.621182911,0.115334302,0.074627021,0,0,0.033070916,0.006866726,0.612366942,0.363905473,0.023727585,0.08491477,0.358079742,0,0,0.293350585,0.017760418,0.043207083,0.064003353,0,0.009587387,0,0.026239183,0.072263167,0.023727585,0.006866726,0,1,0,0,0,1,0,0,0,0,0,0,0.66940159,0.33059841,0.643121166,0.026280423,0,0.33059841,0,0,0,0,0,0,0.218651479,0.396337387,0.181458818,0.131579281,0.071973035,2.804768355,3.333333333,1.183532985,1.297204003,5518714.54,73,75598.82932,1.371522816,2329524.231,FALSE,FALSE,TRUE
F2711,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512540.9836,2,256270.4918,6.573568953,512540.9836,TRUE,TRUE,TRUE
F275Z,0.119142782,0.880857218,0.091862148,0.180647045,0.727490807,0,0,0,0,0,0.182607153,0.816775979,0.000616868,0.037314595,0.144156098,0,0.053804463,0.036490947,0.667986241,0.00074309,0,0,0.057751237,0,0,0,0.000616868,0,0.00113646,0.127262465,0.855456755,0.01728078,0,0.955777685,0.026941535,0,0,0.01728078,0,0,0.440442877,0.559557123,0.332317203,0.083691688,0,0.012848814,0.546708309,0.024433986,0,0,0,0.002162641,0.021779145,0.095200996,0.794628051,0.082815166,0.003414002,2.185347663,2.928571429,1.140197834,1.24164661,121700703.8,101,1204957.463,1.488363185,101235575.8,FALSE,FALSE,FALSE
F2974,0.492706685,0.507293315,0.249234248,0.665339773,0.05070522,0.029244513,0.003227541,0,0.002248705,0,0.891496705,0.108503295,0,0.134350828,0.664923549,0,0.03904566,0.01115425,0.009674506,0.046007772,0.034600922,0,0.002621107,0,0.002248705,0.029244513,0,0,0.026128188,1,0,0,0,1,0,0,0,0,0,0,0.91907179,0.08092821,0.84352863,0.074577106,0,0.064046286,0.017847979,0,0,0,0,0,0.35430281,0.138403875,0.396526274,0.029810806,0.080956234,2.092081091,2.722222222,1.03601237,1.196774201,16395335.79,164,99971.55968,0.707118349,6462388.647,FALSE,FALSE,TRUE
F38604,0.00705403,0.99294597,0.378728443,0.532816892,0.088454665,0,0,0,0,0,0,1,0,0,0,0,0.378728443,0.522301232,0.00705403,0.091916296,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975334.962,61,32382.54036,1.002251742,922843.1262,TRUE,TRUE,TRUE
F6735,1,0,0.494888963,0.248747696,0.256363341,0,0,0,0,0,0.804054241,0.195945759,0,0.298943204,0.380631785,0,0.195945759,0,0,0,0,0,0,0,0,0,0,0,0.124479251,1,0,0,0,1,0,0,0,0,0,0,0.640548138,0.359451862,0.602868119,0,0,0.122308877,0.274823004,0,0,0,0,0,1,0,0,0,0,1,1,0.693147181,0.693147181,1326994.84,16,82937.17749,0.881151761,1326994.84,TRUE,TRUE,TRUE
F6744,0.42680771,0.57319229,0.262396392,0.391576927,0.343743613,0,0,0,0,0.002283067,0.371045851,0.628954149,0,0.175617688,0.175723294,0,0.078015775,0.19947929,0.266127557,0.025746539,0.008762929,0,0.059584987,0,0,0,0,0.002283067,0.008658873,0.98475461,0.010771666,0.004473724,0,0.969667005,0,0.030332995,0,0,0,0,0.541499813,0.458500187,0.369942461,0.141576079,0,0.182835475,0.275664713,0.029981273,0,0.12895586,0,0.077699592,0.115316074,0.104836184,0.119421272,0.275481522,0.178289495,4.343031867,5.318181818,1.504838482,1.588442863,13933319.34,141,98817.86765,0.804519418,3246338.946,FALSE,FALSE,TRUE
F6847,0.259736901,0.740263099,0.239708522,0.597406638,0.15197455,0.008118521,0.001477228,0,0.001314541,0,0.87603316,0.12396684,0,0.209120153,0.642450095,0,0.026892973,0.024049364,0.067755997,0.005268506,0.003100585,0.001477228,0,0,0.001314541,0.007323467,0,0,0.01124709,0.954921129,0,0.045078871,0,0.937308275,0,0,0.045078871,0.017612853,0,0,0.926599282,0.073400718,0.658733129,0.171747096,0,0.025410071,0.04815109,0.060577556,0.035381058,0,0,0.063891022,0.065682381,0.130163497,0.152750737,0.277908305,0.309604058,8.08818797,4.346938776,1.806174404,1.451877652,66554459.69,272,244685.5136,0.825268516,29550829.84,FALSE,FALSE,TRUE
F7001,0.135912665,0.864087335,0.073700008,0.763643271,0.131975383,0.022872925,0.002421708,0,0.001303209,0.004083495,0.360901155,0.639098845,0,0.05648079,0.221459987,0,0.013884142,0.554154008,0.034439914,0.030997854,0.004489823,0.00178266,0.005622926,0.001231431,0.000944601,0.015942972,0,0.003022229,0.055546662,0.997628782,0.002371218,0,0,0.359843827,0,0,0,0,0.640156173,0,0.429955529,0.570044471,0.285212823,0.135390466,0,0.096516793,0.475402585,0.005304032,0.002173301,0.010207219,2.06E-05,0.006581629,0.023202041,0.095557595,0.059906167,0.67103149,0.133493275,4.430224512,4.295918367,1.64011453,1.529373088,395020452.6,1344,293914.0272,0.32417797,140450631.9,FALSE,FALSE,FALSE
F7004,0.35136745,0.64863255,0.08956288,0.370847102,0.449500295,0.074860595,0.003823255,0,0.011367314,3.86E-05,0.298757032,0.594292904,0.106950064,0.059022195,0.150681379,6.53E-05,0.027663999,0.067159019,0.144436795,0.355025115,0.011243619,0.00375971,7.98E-06,0.002393292,3.31E-06,0.061819269,0.106950064,3.86E-05,0.009730394,0.588680282,0.20397197,0.207347747,0,0.788723158,0.004613306,7.27E-05,0.133940872,0.072649987,0,0,0.500880032,0.499119968,0.113959178,0.357637107,0,0.119711801,0.379412656,0.029279258,0,0.057979447,0,0.123442185,0.043973946,0.114608205,0.102791163,0.122549012,0.434656043,4.871903451,3.569306931,1.684257074,1.366824393,1657059357,2924,566709.7663,0.195263521,488774517.3,FALSE,FALSE,FALSE
F7029,0.820307782,0.179692218,0.196295103,0.540490643,0.263214253,0,0,0,0,0,1,0,0,0.196295103,0.540490643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263214253,1,0,0,0,0.355279504,0.644720496,0,0,0,0,0,0.671137758,0.328862242,0.407923505,0.263214253,0,0.057658301,0.271203941,0,0,0,0,0,0.820307782,0,0.179692218,0,0,1.179692218,1.333333333,0.766006105,0.828302217,676795.8483,9,75199.5387,2.659740968,637772.9495,TRUE,TRUE,TRUE
F7399,0.242258121,0.757741879,0.171139608,0.648596325,0.122727934,0.05312183,0.003295528,0.001118776,0,0,0.487961344,0.512038656,0,0.140105848,0.276923632,0,0.019090062,0.380595003,0.041158089,0.071195501,0.00988379,0.001044203,0,0.00122012,0,0.032933167,0,0,0.025850583,1,0,0,0,1,0,0,0,0,0,0,0.311497631,0.688502369,0.267049923,0.044447708,0,0.206991419,0.481510949,0,0,0,0,0.019220489,0.110987372,0.112050259,0.107793836,0.090908039,0.559040005,8.426155085,3.808510638,2.018765969,1.349439378,43945566.79,263,167093.4099,0.72826554,13656465.61,FALSE,FALSE,TRUE
F7400,0.256332001,0.743667999,0.248244927,0.340855969,0.225912421,0.170317384,0.00909873,0,0.002160239,0.003410329,0.805390974,0.194609026,0,0.16433471,0.410341832,0.001436638,0.077442214,0.030538332,0.069990099,0.016177133,0.007344818,0.002673914,0.000461249,0.00251853,0.001508072,0.168641574,0,0.003410329,0.043180556,1,0,0,0,1,0,0,0,0,0,0,0.77435374,0.22564626,0.729036912,0.019366652,0,0.181861875,0.046631059,0.001717981,0.021385522,0,0,0,0.124393872,0.163875224,0.232524276,0.290022301,0.189184326,3.536127365,4.659574468,1.375769895,1.574132311,109770549.7,804,136530.5344,0.32637158,38251951.91,FALSE,FALSE,TRUE
F9998,0.852128349,0.147871651,0.816112837,0.018327271,0.141243493,0,0.024316399,0,0,0,0.146642357,0.853357643,0,0.10942199,0.023960713,0,0.694346642,0.000959255,0.1565733,0.001478447,0.012344205,0,0,0.000915449,0,0,0,0,0,0.60367898,0.017829084,0.378491936,0,0.610758971,0,0.010749093,0.378491936,0,0,0,0.826626669,0.173373331,0.79046137,0.014500792,0,0.061146273,0.112352961,0.002594121,0.018944483,0.026598009,0,0.146748189,0.262134426,0.416647725,0.100827605,0.009271913,0.037772133,1.930929861,2.631578947,0.945559867,1.119670754,57046574.87,162,352139.3511,1.685838576,16228264.53,FALSE,FALSE,TRUE
F9999,0.417724888,0.582275112,0.295844487,0.031327505,0.258503116,0.370361085,0.022022591,0.007817276,0.012743023,0.001380917,0.485692342,0.265277213,0.249030445,0.125772785,0.042802791,0,0.128132638,7.67E-05,0.133278536,0.003789301,0.003746258,0.016719571,0,0.008652217,0.007792985,0.244774837,0.249030445,0.001078825,0.034352073,0.679346385,0.039366822,0.281286794,0,0.716341442,0.000593043,0.000184609,0.107722109,0.173909887,0.00124891,0,0.460609799,0.539390201,0.108334363,0.324148937,5.85E-05,0.002429596,0.538566871,0.025934218,0.000527494,0.062916786,0.000730295,0.22311086,0.101979586,0.027946055,0.26048707,0.189269782,0.133559565,4.239069981,9.421652422,1.334191286,1.681359427,6490957737,4008,1619500.433,0.178212681,2241455195,FALSE,FALSE,FALSE
FA0021,0.571471432,0.428528568,0.209155469,0.098898888,0.593512123,0.002706617,0.005293401,0,0.090433501,0,0.155058285,0.844941715,0,0.046324632,0.048300775,0,0.162830837,0.038258495,0.530308982,0.113543402,0,1.59E-05,0,0,0.026917967,0.002706617,0,0,0.030792375,0.929456345,0.009653846,0.060889809,0,0.924400646,0.014709545,0,0.058970587,0.001919223,0,0,0.542978136,0.457021864,0.139767296,0.006246631,0,0.012751427,0.444270437,0.250669703,0.146294506,0.237879186,0.080670259,0.050547264,0.201835009,0.000164625,0.052064859,0.336977786,0.039861011,2.958832049,3.61627907,1.257644854,1.31999001,449226827.4,1100,408388.0249,1.558499886,68850964.2,FALSE,FALSE,FALSE
FA1500,0.30603844,0.69396156,0,0,1,0,0,0,0,0,0,0.011873151,0.988126849,0,0,0,0,0,0.011873151,0,0,0,0,0,0,0,0.988126849,0,0,0.003434825,0,0.996535735,2.94E-05,0.003694018,0,0,0.992711186,0.003565356,0,2.94E-05,0.997697532,0.002302468,6.80E-05,0.997190241,0,0,0.002302468,0.00043925,0,0.002302468,0,0.001318564,0.302417408,0,0.693652335,4.29E-05,0.000266283,1.697430002,2.777777778,0.975759704,1.196774201,2180219072,1339,1628244.266,0.474421223,1758925300,FALSE,FALSE,FALSE
FA2103,0.043290182,0.956709818,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.043290182,0,0.956709818,0,0.043290182,0,0,0,0,0.956709818,0,0,1,0,0,0,0,1,0,0,0.01097739,0,0.032312792,0,0,0.956709818,0,0,2,2,1.098612289,1.098612289,109903995.8,10,10990399.58,7.694034194,98740343.25,FALSE,FALSE,FALSE
FA2263,0.104005029,0.895994971,0.001882668,0.99482135,0.003295982,0,0,0,0,0,0.461757928,0.538242072,0,0.001882668,0.45987526,0,0,0,0.537881991,0.000119417,0,0,0.000240664,0,0,0,0,0,0,0.441186176,0.003183911,0.555629913,0,0.444370087,0,0,0,0.555629913,0,0,0.12786091,0.87213909,0.056181269,0.071679642,0,0.195958529,0.676180561,0,0,0.021778909,0,0.017185948,0.065060552,0,0.181901593,0.690037548,0.02403545,2.779615399,3.072916667,1.305243735,1.314699603,158609862.9,375,422959.6345,1.947716813,36293083.51,FALSE,FALSE,TRUE
FA2330,0.999987272,1.27E-05,0,4.19E-05,0.327243196,0,0,0,0.672714872,0,0.672756804,0.002783938,0.324459259,0,4.19E-05,0,0,0,0.002783938,0,0,0,0,0,0.672714872,0,0.324459259,0,0,0.0218149,0.000176158,0.978008942,0,0.021991058,0,0,0.0278732,0.950135743,0,0,0.002813144,0.997186856,0.000253974,0.00255917,0,1.27E-05,0.99717413,0,0,0,0,0.999945333,4.19E-05,0,0,1.27E-05,0,1.465645426,2,0.854527588,1.039720771,1461514969,28,52196963.19,7.916402362,465740995.1,FALSE,FALSE,FALSE
FA2486,0.0599644,0.9400356,0.019486816,0.372319225,0.557514826,0,0.000384901,0.000752432,0.0495418,0,0.017987851,0.956336211,0.025675938,0.007165178,0.009108812,0,0.011608517,0.363210413,0.520446059,0.061071222,0.000713122,0.000120581,0,0.000752432,0.000127727,0,0.025675938,0,0,0.882621571,0.004627117,0.112751312,0,0.938872947,0,0,0.051199114,0.009648607,0.000279332,0,0.525087108,0.474912892,0.002684272,0.421156821,0,0.000525261,0.474387632,0.101246015,0,0.020011815,0.001976904,0.022451514,0.015500972,0,-0.031600693,0.968794597,0.002864891,3.004425733,4.394366197,1.377588254,1.490228508,567493370.9,511,1110554.542,1.986441648,286062474.9,FALSE,FALSE,FALSE
FA2487,0.659441218,0.340558782,0.205229548,0.002736449,0.488760208,0.003672989,0.249906302,0.005246317,0.044448187,0,0.186778515,0.192574938,0.620646547,0.108534475,0.031697381,0,0.08723308,0,0.105341858,0,0,0.009003268,0,0,0.033870402,0.003672989,0.620646547,0,0,0.317234008,-9.68E-09,0.682766002,0,0.391830348,0,0,0.474237797,0,0.133931855,0,0.792904118,0.207095882,0.00795043,0.610880542,0.003672989,0.003948426,0.203147456,0.170400157,0,0.040224314,0.000437037,0.423036218,0.195743649,0,0.202109378,0.137246601,0.001202803,1.96123634,3.263157895,1.035831428,1.280621224,87068058.25,363,239856.9098,0.922908608,50928326.47,FALSE,FALSE,FALSE
FA2517,0.127991373,0.872008627,0.338183677,0.336048941,0.318381692,0.000317712,0.000618991,2.32E-06,0.006428336,1.83E-05,0.077338491,0.922479423,0.000182086,0.041183868,0.031179379,3.57E-05,0.292289859,0.302963462,0.306855692,0.013916396,0.000228713,0.000611211,0.006454014,1.75E-05,0.000130137,0.000261988,0.000182086,1.83E-05,0.003671687,0.494563675,0.026937245,0.478499081,0,0.45533048,0,0.000282035,0.323260319,0.143216294,0.077910872,0,0.665928866,0.334071134,0.07990903,0.33993899,0.00150043,0.025643172,0.308539706,0.240593568,0.003875105,0.047813721,0.004871396,0.01081309,0.06350414,0.000672259,0.224281089,0.23970835,0.408335955,4.950058844,10.41800948,1.613157891,1.705639829,3890166565,11747,331162.5576,0.331659291,517529969.7,FALSE,FALSE,FALSE
FA2521,0.304586139,0.695413861,0.144276606,0.517588794,0.330094684,0.006071088,0.000467138,0.000229399,0.000965966,0.000306326,0.169121773,0.798685519,0.032192709,0.129435946,0.03022871,0,0.011360757,0.478303407,0.297101136,0.005885316,0.00068167,0.000455712,0.006034902,0.000135802,0.00067134,0.005867656,0.032192709,0.000303215,0.001341723,0.449245554,0.01356766,0.535404496,0.00178229,0.529265468,2.12E-06,0.000616273,0.08121536,0.331220681,0.055897812,0.00178229,0.22154419,0.77845581,0.043530222,0.136708525,0.000594657,0.022067045,0.757242174,0.036813389,0.003043987,0.12596503,0.003488507,0.067357888,0.089993326,0.004975933,0.08075921,0.239304301,0.388155805,4.799162446,6.505197505,1.640165354,1.741931578,3847672201,9410,408891.8386,0.417740092,496727961,FALSE,FALSE,FALSE
FA2523,0.983812801,0.016187199,7.30E-05,0.986329766,0.011765173,0,0.0018321,0,0,0,0.001902813,0.988728027,0.00936916,4.18E-05,2.89E-05,0,0,0.983973696,0.002354151,0.00240018,0,0.0018321,0,0,0,0,0.00936916,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229297701,91,13508765.94,7.043220441,263850831.4,FALSE,FALSE,FALSE
FA2543,0.550778972,0.449221028,0.120929658,0.671743901,0.203648921,0.002043528,0.000342125,0,0.001174447,0.000117419,0.192731541,0.80736289,-9.44E-05,0.081593423,0.102317315,5.89E-05,0.019648255,0.576575797,0.113118806,0.02655307,0.000429825,0.000232104,0.071466963,0.000120748,0.001174447,0.00196917,-9.44E-05,0.000117419,0.004718151,0.989045796,0.000194697,0.010759508,0,0.989240492,0,0,0,0.010759508,0,0,0.465418059,0.534581941,0.102313591,0.096708887,0.002740727,0.099600808,0.435754361,0.262151791,0.000729836,0.204020498,0.004125004,0.084721818,0.252601086,0.005076722,0.181781899,0.190840012,0.076832961,2.910586262,5.047244094,1.186356856,1.541026103,349998554.8,2755,127041.2177,0.740098449,44283905.12,FALSE,FALSE,TRUE
FA2550,0.25577167,0.74422833,0.405732097,0.232471725,0.334842413,0.000527667,0.000145379,0.025945487,0.00033032,4.91E-06,0.056914422,0.905647339,0.037438239,0.028765801,0.024650582,1.93E-05,0.154171468,0.205488338,0.540054332,0.003451049,0.002366556,9.37E-05,0.002482151,2.43E-05,0.00033032,0.000310582,0.037438239,2.25E-06,0.000351013,0.453213919,0.014820909,0.526205178,0.005759995,0.22939304,0.008622845,0.000393953,0.18531487,0.262175787,0.30833951,0.005759995,0.281242668,0.718757332,0.048392625,0.211940061,0.000315818,0.024912717,0.695341846,0.018978294,0.000118639,0.09352402,0.003850883,0.101820169,0.055555408,0.000944652,0.026399082,0.603046411,0.114859374,4.509201811,5.671428571,1.58851713,1.555025075,2028552424,3703,547813.2391,0.744953075,262275946.8,FALSE,FALSE,FALSE
FA2816,0.624499831,0.375500169,0.275794286,0.584143191,0.13753324,0.000694712,0.000775887,0.000977421,0,8.13E-05,0.213233612,0.770446659,0.016319729,0.10565665,0.102368245,0,0.162931773,0.454512635,0.103154975,0.025762396,0.000665886,0.000775887,0.02408488,6.75E-06,0,0.000238055,0.016319729,8.13E-05,0.003440872,0.997921931,0.000844851,0.001233218,0,0.989717429,0,0.001544196,0.000584252,0.008154123,0,0,0.500308022,0.499691978,0.151118463,0.205428388,0.008973748,0.079497979,0.42069358,0.133686629,0.000601212,0.360530855,0.004184589,0.097167327,0.160046221,0.002570839,0.027440334,0.150618542,0.197441293,4.609620825,5.949002217,1.464287881,1.652438654,441283611,2807,157208.269,0.67895376,51157605.51,FALSE,FALSE,FALSE
FA2823,0.400023902,0.599976098,0.255679552,0.473064448,0.190351114,0.005205662,0.003079034,6.15E-05,0.067347844,0.005210884,0.442051115,0.557828631,0.000120254,0.202861263,0.172003617,6.11E-05,0.046458935,0.27093763,0.108452965,0.105046039,0.001428791,0.002371901,0.026933062,0.040889781,0.002334406,0.003702508,0.000120254,0.005185697,0.011212024,0.980745305,0.004106606,0.015148088,0,0.992435144,0,0.006768754,0.001090761,-0.000294659,0,0,0.570437406,0.429562594,0.111634462,0.354796997,0.004946724,0.11954891,0.311871515,0.073799366,0.023402026,0.176607428,0.005519406,0.104522192,0.102036246,0.010544332,0.084591656,0.310868744,0.205309997,5.131761586,7.128672746,1.548581434,1.801632254,1869339255,13606,137390.8022,0.212082244,221572407.4,FALSE,FALSE,FALSE
FA2835,0.237054879,0.762945121,0.232672535,0.657167218,0.108990378,0.000319115,0.000267688,0.000229402,0.000110226,0.000243438,0.147933254,0.844775848,0.007290898,0.072863101,0.061961904,0.010276628,0.156681012,0.599477433,0.058355436,0.014121804,0.000477694,0.000115011,0.016140162,0.000178472,0.000110226,0.000287958,0.007290898,4.87E-05,0.001613594,0.711501743,0.05829309,0.230205167,0,0.789728728,0,0.003807605,0.114472329,0.091991338,0,0,0.880974218,0.119025782,0.068004878,0.618258122,0.007495828,0.038730357,0.083018756,0.17216099,0.012331068,0.060071498,0.002011092,0.058760691,0.114854811,0.001186805,0.118777974,0.502740402,0.141596727,4.245762933,5.025641026,1.457973848,1.538256212,801214572,4327,185166.2981,0.489041432,124313808.4,FALSE,FALSE,FALSE
FA2860,0.589492285,0.410507715,0.045978671,0.369066468,0.496898096,0.003258637,0.001157351,4.22E-05,0.083408293,0.000190328,0.076783469,0.923199343,1.72E-05,0.016596854,0.049217685,0.000444432,0.011595755,0.307686197,0.047032733,0.491961642,0.000653552,0.000835397,0.064923016,0.000123659,0.00060815,0.000994718,1.72E-05,0.000190328,0.007118693,0.99975004,0.00024996,0,0,0.989247145,0,0.010752855,0,0,0,0,0.308451385,0.691548615,0.043435295,0.194346126,0.005199836,0.037964833,0.653595588,0.065435424,2.29E-05,0.125099059,0.010681631,0.036906104,0.416749193,-7.90E-06,0.029840071,0.189822688,0.190909155,3.392277439,6.504854369,1.245217227,1.7637085,567388117,2762,205426.5449,0.509331766,160281792.8,FALSE,FALSE,FALSE
FA3002,0.151652839,0.848347161,0.034595905,0.565604336,0.293957421,0.000100536,1.29E-05,0,0.105728908,0,0.044851664,0.949872154,0.005276182,0.018918423,0.025017222,0,0.015099451,0.453380281,0.358704758,0.121224351,4.64E-05,0,0.001463312,0,0.000505518,5.27E-07,0.005276182,0,0.000363529,0.860915686,0.002730586,0.136353728,0,0.73754367,0,3.63E-05,0.074066341,0.043486106,0.144867575,0,0.791443473,0.208556527,0.013340031,0.437538367,0.002012551,0.005082703,0.203462451,0.331997698,0.0065662,0.054443526,0.002672475,0.026397439,0.054818848,-0.000636177,0.193882108,0.167200478,0.501221305,7.756895753,9.325797872,1.830191113,1.890549408,8088672005,8876,911296.9811,0.393050985,1313654715,FALSE,FALSE,FALSE
FA3010,0.315568047,0.684431953,0.064760599,0.604509844,0.32460728,0.002914038,0.000223156,0,0.002312865,0.000672218,0.182703629,0.802268342,0.015028028,0.055217718,0.050226394,-6.79E-06,0.007704876,0.534748595,0.125146061,0.060958137,0.001236157,0.000223156,0.073710674,1.14E-05,0.001947035,0.001713354,0.015028028,0.00066643,0.071468748,0.788486134,0.010503911,0.201009955,0,0.795810532,0,0.007740601,0,0.196381009,6.79E-05,0,0.40635955,0.59364045,0.103361596,0.171639993,0.002131549,0.081540421,0.521520604,0.119645873,0.000159963,0.163349872,0.015296842,0.041693747,0.085569994,0.009215306,0.047339088,0.104522586,0.533012564,6.405919934,6.495652174,1.851005713,1.77601235,964401980.4,8753,110179.5933,0.315105637,123935290,FALSE,FALSE,FALSE
FA3016,0.444390381,0.555609619,0.23906008,0.605367636,0.149740618,0.003388532,0.000717824,0,0.001725311,0,0.224480735,0.774119676,0.001399589,0.132866208,0.077168264,0.001754401,0.101596071,0.508765928,0.128473519,0.031662431,0.001117816,0.000616376,0.003621726,0.000557815,0.001725311,0.001705646,0.001399589,0,0.006968898,0.999844914,0.000155086,0,0,1,0,0,0,0,0,0,0.690791716,0.309208284,0.10424546,0.335404036,0.030591134,0.087370796,0.221895181,0.202420624,0.018072767,0.320145822,0.006836811,0.051135471,0.065046534,0.001249272,0.039382809,0.199064899,0.317138382,5.213318986,6.147727273,1.687842991,1.746662209,350236277,3218,108836.6305,0.349791004,93339341.82,FALSE,FALSE,FALSE
FA3020,0.323678579,0.676321421,0.044329527,0.600148784,0.226917552,0.000696234,0.000706363,0,0.127138619,6.29E-05,0.098777653,0.843742126,0.057480221,0.030587827,0.055331225,6.13E-05,0.009112478,0.423925227,0.042695132,0.33903967,0.000460307,0.000682766,0.028969618,0.000132046,0.000962017,0.000519907,0.057480221,6.29E-05,0.00997734,0.992943668,-6.75E-07,0.007057007,0,0.921560379,0,0,0,0.002391879,0.076047742,0,0.27726623,0.72273377,0.039006353,0.149322338,0.002677496,0.044742488,0.678862964,0.083136734,0.002251626,0.279085209,0.001430661,0.008051838,0.032997976,0.002204327,0.121258943,0.175669003,0.379302044,4.626352676,6.55033557,1.611925451,1.728996806,1503552157,5183,290093.0265,0.476493646,188467862,FALSE,FALSE,FALSE
FA3022,0.127086122,0.872913878,0.041548086,0.336524336,0.037522183,0.001279079,0.000347276,0,0.582700778,7.83E-05,0.067918178,0.932081822,0,0.018888165,0.037161572,3.15E-05,0.008754256,0.281630299,0.038860826,0.594007764,0.000155571,0.00017906,0.008828678,0.006944523,0.00059609,0.000925876,0,5.36E-05,0.002982138,0.996086777,-3.93E-06,0.003917153,0,0.475917897,0,5.55E-05,0,0,0.524026607,0,0.180663324,0.819336676,0.032068752,0.10257402,0.002180602,0.081691549,0.737732016,0.043564373,0.000188687,0.084501343,0.000332244,0.007859119,0.032901521,0.001493282,0.025436382,0.685242392,0.162233716,4.374591852,5.970319635,1.613002266,1.702914203,658807748.3,2526,260810.6684,0.745293071,102751767.1,FALSE,FALSE,FALSE
FA3029,0.000797249,0.999202751,0.000645135,0.001598751,0.000922471,0,4.31E-05,0,0.996790494,0,0.003209506,0.996790494,0,0.000645135,0.00215137,0,0,0,0,0.996790494,0,4.31E-05,0,0,0,0,0,0,0.000369852,1,0,0,0,0.00316205,0,0,0,0,0.99683795,0,0.00305533,0.99694467,0.00258161,0.000438381,3.53E-05,0,0.99694467,0,0,0.000154175,0,0.000222157,0.000420916,0,0.000349308,0.364316737,0.634536706,4.630420763,3.740740741,1.7240683,1.467765109,144957727.2,63,2300916.304,3.817423013,26962695.75,FALSE,FALSE,TRUE
